Gene,UniProt,NAME,Description,Structure_ID,PDB,Structure_source,MW,I_inner_membrane,S_inner_membrane,"Copy number (glucose minimal media, pH 7)",LOCALIZATION,Localization_source,INCLUDE,COLOR,NOTES
b0150,P06971,fhuA,Ferrichrome-iron receptor,REP-1by5,1by5-A_clean,Protein Data Bank,82181.24900000039,,,785.0,Outer_Membrane,iJL1678,,,
b0151,P07821,fhuC,Iron(3+)-hydroxamate import ATP-binding protein FhuC,REP-b0151_6_250_4g1u,b0151_6_250_4g1u-A_clean,SWISS-MODEL,28886.095300000015,2.372448112435955e-09,,4.0,Cytosol,iJL1678,x,,
b0152,P07822,fhuD,Iron(3+)-hydroxamate-binding protein FhuD,REP-1efd,1efd-N_clean,Protein Data Bank,32997.955000000045,,,,Periplasm,iJL1678,,,
b0153,P06972,fhuB,Iron(3+)-hydroxamate import system permease protein FhuB,,,,70422.20310000039,,,,Inner_Membrane,iJL1678,,,
b0154,P23893,hemL,"Glutamate-1-semialdehyde 2,1-aminomutase",REP-4e77,4e77-A_clean,Protein Data Bank,45365.6295000001,1.4080479547307391e-06,,2374.0,Cytosol,iJL1678,x,,
b0155,P37019,clcA,H(+)/Cl(-) exchange transporter ClcA,REP-3det,3det-A_clean,Protein Data Bank,50348.12350000003,,,,Inner_Membrane,iJL1678,,,
b0156,P0ACC3,erpA,Iron-sulfur cluster insertion protein ErpA,REP-2apn,2apn-A_clean,Protein Data Bank,12100.353999999994,2.1506242139231933e-06,,3626.0,Cytosol,Arbitrary assignment,x,,
b0157,P0AFP0,yadS,UPF0126 inner membrane protein YadS,REP-b0157_2_198_5wuf,b0157_2_198_5wuf-A_clean,SWISS-MODEL,22127.420300000016,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0158,P37028,btuF,Vitamin B12-binding protein,REP-5m29,5m29-A_clean,Protein Data Bank,29366.459200000005,,,,Periplasm,iJL1678,,,
b0159,P0AF12,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,REP-3o4v,3o4v-A_clean,Protein Data Bank,24353.685299999997,1.3457711917792956e-06,,2269.0,Cytosol,iJL1678,x,,
b0160,P15723,dgt,Deoxyguanosinetriphosphate triphosphohydrolase,REP-4x9e,4x9e-A_clean,Protein Data Bank,59382.21850000011,,,,Cytosol,iJL1678,,,
b0161,P0C0V0,degP,Periplasmic serine endoprotease DegP,REP-1ky9,1ky9-A_clean,Protein Data Bank,49353.663700000034,,0.003080176789724723,1927.0,Inner_Membrane,Heinemann 2016,x,,
b0162,P37047,cdaR,Carbohydrate diacid regulator,,,,43686.83540000004,0.0,,0.0,Cytosol,EchoLOCATION predicted,,,
b0163,P62768,yaeH,UPF0325 protein YaeH,,,,15095.977099999996,6.909755127469719e-07,,1165.0,Cytosol,EchoLOCATION predicted,,,
b0164,P37049,yaeI,Phosphodiesterase YaeI,REP-b0164_30_216_4fbk,b0164_30_216_4fbk-A_clean,SWISS-MODEL,29863.050299999995,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0166,P0A9D8,dapD,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",REP-3bxy,3bxy-A_clean,Protein Data Bank,29891.73429999999,7.033122429316388e-06,,11858.0,Cytosol,iJL1678,x,,
b0167,P27249,glnD,Bifunctional uridylyltransferase/uridylyl-removing enzyme,,,,102388.89660000056,5.456630658602696e-08,,92.0,Cytosol,EchoLOCATION predicted,,,
b0168,P0AE18,map,Methionine aminopeptidase,REP-1xnz,1xnz-A_clean,Protein Data Bank,29330.487300000023,7.609627320638326e-07,,1283.0,Cytosol,iJL1678,x,,
b0169,P0A7V0,rpsB,30S ribosomal protein S2,REP-5mdv,5mdv-g_clean,Protein Data Bank,26743.326900000004,1.976071344050718e-05,,33317.0,Cytosol,iJL1678,x,,
b0170,P0A6P1,tsf,Elongation factor Ts,REP-4pc3,4pc3-C_clean,Protein Data Bank,30422.632200000022,1.185453010581436e-05,,19987.0,Cytosol,iJL1678,x,,
b0171,P0A7E9,pyrH,Uridylate kinase,REP-2bne,2bne-A_clean,Protein Data Bank,25969.980200000013,3.9145393855193256e-07,,660.0,Cytosol,iJL1678,x,,
b0172,P0A805,frr,Ribosome-recycling factor,REP-1ise,1ise-A_clean,Protein Data Bank,20638.334199999994,2.6850181512493923e-06,,4527.0,Cytosol,iJL1678,x,,
b0173,P45568,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase,REP-1q0q,1q0q-A_clean,Protein Data Bank,43387.53750000009,,,,Cytosol,iJL1678,,,
b0174,P60472,ispU,"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)",REP-3sgv,3sgv-A_clean,Protein Data Bank,28443.798400000003,2.1352033011923596e-08,,36.0,Cytosol,iJL1678,x,,
b0175,P0ABG1,cdsA,Phosphatidate cytidylyltransferase,,,,31453.38050000001,,9.430743673780937e-05,59.0,Inner_Membrane,iJL1678,,,
b0176,P0AEH1,rseP,Regulator of sigma-E protease RseP,REP-b0176_129_307_4edj,b0176_129_307_4edj-A_clean,SWISS-MODEL,49070.685199999934,,1.9181173573791738e-05,12.0,Inner_Membrane,Heinemann 2016,x,,
b0177,P0A940,bamA,Outer membrane protein assembly factor BamA,REP-5d0o,5d0o-A_clean,Protein Data Bank,90551.62670000055,,,1957.0,Outer_Membrane,iJL1678,,,
b0178,P0AEU7,skp,Chaperone protein Skp,REP-1u2m,1u2m-A_clean,Protein Data Bank,17688.03319999999,4.3265072743318855e-05,,9612.0,Periplasm,Heinemann 2016,,,
b0179,P21645,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,REP-3eh0,3eh0-A_clean,Protein Data Bank,36038.10640000001,8.659435610391236e-08,,146.0,Cytosol,iJL1678,x,,
b0180,P0A6Q6,fabZ,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,REP-5bux,5bux-A_clean,Protein Data Bank,17032.75699999999,2.48691873386099e-06,,4193.0,Cytosol,iJL1678,x,,
b0181,P0A722,lpxA,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,REP-2qia,2qia-A_clean,Protein Data Bank,28079.665300000008,4.685585022061011e-07,,790.0,Cytosol,iJL1678,x,,
b0182,P10441,lpxB,Lipid-A-disaccharide synthase,,,,42381.972400000064,1.4234688674615731e-08,,24.0,Cytosol,iJL1678,,,
b0183,P10442,rnhB,Ribonuclease HII,REP-b0183_6_195_3o3f,b0183_6_195_3o3f-A_clean,SWISS-MODEL,21525.745599999995,7.1173443373078655e-09,,12.0,Cytosol,Heinemann 2016,x,,
b0184,P10443,dnaE,DNA polymerase III subunit alpha,REP-5fkw,5fkw-A_clean,Protein Data Bank,129903.0568000006,,,,Cytosol,EchoLOCATION predicted,,,
b0185,P0ABD5,accA,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,REP-2f9y,2f9y-A_clean,Protein Data Bank,35241.13229999999,1.8214470383227043e-06,,3071.0,Cytosol,iJL1678,x,,
b0186,P52095,ldcC,Constitutive lysine decarboxylase,REP-5fkz,5fkz-E_clean,Protein Data Bank,80589.37580000047,,,,Cytosol,iJL1678,,,
b0187,P52096,yaeR,Uncharacterized protein YaeR,REP-b0187_3_129_1jc5,b0187_3_129_1jc5-A_clean,SWISS-MODEL,14736.51189999998,5.27869705017e-08,,89.0,Cytosol,EchoLOCATION predicted,x,,
b0188,P52097,tilS,tRNA(Ile)-lysidine synthase,REP-1ni5,1ni5-A_clean,Protein Data Bank,48203.58460000005,,,,Cytosol,iJL1678,,,
b0189,P0AFW8,rof,Protein rof,REP-1sg5,1sg5-A_clean,Protein Data Bank,9479.539299999997,5.492217380289236e-07,,926.0,Cytosol,EchoLOCATION predicted,x,,
b0190,P0AA97,yaeQ,Uncharacterized protein YaeQ,REP-3c0u,3c0u-A_clean,Protein Data Bank,20876.42659999999,,,,Cytosol,EchoLOCATION predicted,,,
b0191,P40711,arfB,Peptidyl-tRNA hydrolase ArfB,REP-2rtx,2rtx-A_clean,Protein Data Bank,15622.882299999976,,,,Cytosol,Arbitrary assignment,,,
b0192,P40710,nlpE,Lipoprotein NlpE,REP-2z4i,2z4i-A_clean,Protein Data Bank,25844.02269999999,,,,Cytosol,Arbitrary assignment,,,
b0193,P37056,yaeF,Probable lipoprotein peptidase YaeF,REP-b0193_6_107_4hz9,b0193_6_107_4hz9-A_clean,SWISS-MODEL,29911.992399999974,,,,Outer_Membrane,EchoLOCATION predicted,,,
b0194,P16659,proS,Proline--tRNA ligase,REP-b0194_2_570_5ucm,b0194_b0194_2_570_5ucm-A_clean_clean,SWISS-MODEL,63691.83340000015,2.314323133681274e-06,,3902.0,Cytosol,iJL1678,x,,
b0195,P28634,trmO,tRNA (adenine(37)-N6)-methyltransferase,REP-b0195_1_228_1xqb,b0195_1_228_1xqb-A_clean,SWISS-MODEL,26362.0054,1.3048464618397754e-08,,22.0,Cytosol,Arbitrary assignment,x,,
b0196,P69411,rcsF,Outer membrane lipoprotein RcsF,REP-2l8y,2l8y-A_clean,Protein Data Bank,14163.338999999987,,,616.0,Outer_Membrane,Heinemann 2016,,,
b0197,P28635,metQ,D-methionine-binding lipoprotein MetQ,REP-4yah,4yah-X_clean,Protein Data Bank,29431.257300000012,,0.046752512154986214,29249.0,Inner_Membrane,iJL1678,x,,
b0198,P31547,metI,D-methionine transport system permease protein MetI,REP-3tui,3tui-A_clean,Protein Data Bank,23255.796499999997,,0.0005674430515580055,355.0,Inner_Membrane,iJL1678,x,,
b0199,P30750,metN,Methionine import ATP-binding protein MetN,REP-3tui,3tui-C_clean,Protein Data Bank,37787.92870000007,5.705737710408472e-07,,962.0,Cytosol,iJL1678,x,,
b0200,P63228,gmhB,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase",REP-2gmw,2gmw-A_clean,Protein Data Bank,21294.00769999999,1.6963004003917078e-07,,286.0,Cytosol,iJL1678,x,,
b0207,P30863,dkgB,"2,5-diketo-D-gluconic acid reductase B",REP-b0207_3_267_3up8,b0207_3_267_3up8-A_clean,SWISS-MODEL,29436.42240000003,2.7876265321122472e-08,,47.0,Cytosol,iJL1678,x,,
b0208,P30864,yafC,Uncharacterized HTH-type transcriptional regulator YafC,REP-b0208_2_296_5ae5,b0208_b0208_2_296_5ae5-A_clean_clean,SWISS-MODEL,33775.42290000006,4.151784196762922e-09,,7.0,Cytosol,EchoLOCATION predicted,x,,
b0209,P0A8U2,yafD,UPF0294 protein YafD,,,,29991.310500000007,,,,Cytosol,EchoLOCATION predicted,,,
b0210,P30866,yafE,Uncharacterized protein YafE,REP-b0210_3_206_1xxl,b0210_3_206_1xxl-A_clean,SWISS-MODEL,22990.81530000001,,,,Cytosol,EchoLOCATION predicted,,,
b0211,P0AEZ7,mltD,Membrane-bound lytic murein transglycosylase D,REP-b0211_74_243_4oz9,b0211_74_243_4oz9-A_clean,SWISS-MODEL,49416.9030000001,,,,Outer_Membrane,EchoLOCATION experimental,,,
b0212,P0AC84,gloB,Hydroxyacylglutathione hydrolase GloB,REP-2qed,2qed-A_clean,Protein Data Bank,28434.035000000044,1.209948537342337e-07,,204.0,Cytosol,iJL1678,x,,
b0213,P75672,yafS,Uncharacterized protein YafS,REP-b0213_41_208_1xds,b0213_41_208_1xds-A_clean,SWISS-MODEL,27243.854200000027,,,,Cytosol,EchoLOCATION predicted,,,
b0214,P0A7Y4,rnhA,Ribonuclease HI,REP-1jl1,1jl1-A_clean,Protein Data Bank,17596.78779999999,8.896680421634832e-09,,15.0,Cytosol,Heinemann 2016,x,,
b0215,P03007,dnaQ,DNA polymerase III subunit epsilon,REP-5m1s,5m1s-D_clean,Protein Data Bank,27098.626699999997,1.1862240562179775e-08,,20.0,Cytosol,EchoLOCATION predicted,x,,
b0217,P77339,yafT,Uncharacterized lipoprotein YafT,,,,29605.345200000014,,,,Outer_Membrane,EchoLOCATION experimental,,,
b0218,P77354,yafU,Putative inner membrane protein YafU,,,,12136.121499999987,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0219,Q47679,yafV,Omega-amidase YafV,REP-b0219_1_255_2e11,b0219_1_255_2e11-A_clean,SWISS-MODEL,28924.547500000015,2.728315329301348e-08,,46.0,Cytosol,EchoLOCATION predicted,x,,
b0220,P0AD59,ivy,Inhibitor of vertebrate lysozyme,REP-1gpq,1gpq-A_clean,Protein Data Bank,16872.119699999996,4.645188833864446e-06,,1032.0,Periplasm,Heinemann 2016,,,
b0221,Q47146,fadE,Acyl-coenzyme A dehydrogenase,REP-b0221_94_699_2uxw,b0221_94_699_2uxw-A_clean,SWISS-MODEL,89223.37480000046,,6.393724524597246e-06,4.0,Inner_Membrane,iJL1678,x,,
b0222,P63224,gmhA,Phosphoheptose isomerase,REP-2i2w,2i2w-A_clean,Protein Data Bank,20814.5109,1.527856584408755e-06,,2576.0,Cytosol,iJL1678,x,,
b0223,Q47147,yafJ,Putative glutamine amidotransferase YafJ,REP-b0223_2_252_1te5,b0223_2_252_1te5-A_clean,SWISS-MODEL,28635.282800000015,4.0924729939520224e-08,,69.0,Cytosol,EchoLOCATION predicted,x,,
b0224,P0AA99,yafK,"Putative L,D-transpeptidase YafK",REP-b0224_41_175_4xzz,b0224_41_175_4xzz-A_clean,SWISS-MODEL,28020.885199999997,,,,Periplasm,EchoLOCATION predicted,,,
b0225,Q47149,yafQ,mRNA interferase toxin YafQ,REP-4q2u,4q2u-B_clean,Protein Data Bank,10846.48499999999,,,,Cytosol,EchoLOCATION predicted,,,
b0226,Q47150,dinJ,Antitoxin DinJ,REP-4q2u,4q2u-A_clean,Protein Data Bank,9405.68269999999,1.470917829710292e-07,,248.0,Cytosol,EchoLOCATION predicted,x,,
b0227,Q47151,yafL,Probable endopeptidase YafL,,,,28784.439800000015,,,,Periplasm,EchoLOCATION predicted,,,
b0228,Q47152,rayT,REP-associated tyrosine transposase,REP-4er8,4er8-A_clean,Protein Data Bank,20041.588999999993,,,,Cytosol,Arbitrary assignment,,,
b0229,Q47153,lfhA,Putative truncated flagellar export/assembly protein LfhA,,,,63152.44980000013,,,,Cytosol,Arbitrary assignment,,,
b0230,Q47154,lafU,Putative truncated flagellar export/assembly protein LafU,REP-b0230_25_183_2zvy,b0230_25_183_2zvy-A_clean,SWISS-MODEL,23779.032099999982,,,,Cytosol,Arbitrary assignment,,,
b0231,Q47155,dinB,DNA polymerase IV,REP-5c5j,5c5j-A_clean,Protein Data Bank,39515.46650000001,,,,Cytosol,EchoLOCATION predicted,,,
b0232,Q47156,yafN,Antitoxin YafN,,,,11233.633599999985,,,,Cytosol,EchoLOCATION predicted,,,
b0233,Q47157,yafO,mRNA interferase toxin YafO,,,,15487.652799999978,,,,Cytosol,EchoLOCATION predicted,,,
b0234,Q47158,yafP,Uncharacterized N-acetyltransferase YafP,REP-b0234_3_149_4xnh,b0234_3_149_4xnh-A_clean,SWISS-MODEL,17554.932299999986,,,,Cytosol,EchoLOCATION predicted,,,
b0235,P75675,ykfJ,Putative uncharacterized protein YkfJ,REP-b0235_15_78_2epg,b0235_15_78_2epg-A_clean,SWISS-MODEL,9820.158099999993,,,,Cytosol,EchoLOCATION predicted,,,
b0236,P28369,prfH,Putative peptide chain release factor homolog,REP-b0236_30_132_4v1a,b0236_30_132_4v1a-A_clean,SWISS-MODEL,18833.825599999982,,,,Cytosol,EchoLOCATION predicted,,,
b0237,P15288,pepD,Cytosol non-specific dipeptidase,REP-b0237_2_485_3mru,b0237_2_485_3mru-A_clean,SWISS-MODEL,52914.774700000016,1.428806875714554e-06,,2409.0,Cytosol,iJL1678,x,,
b0238,P0A9M5,gpt,Xanthine phosphoribosyltransferase,REP-1nul,1nul-A_clean,Protein Data Bank,16970.386399999978,1.8386472871378652e-06,,3100.0,Cytosol,iJL1678,x,,
b0239,P04335,frsA,Esterase FrsA,REP-b0239_15_414_4i4c,b0239_15_414_4i4c-A_clean,SWISS-MODEL,47008.233600000036,6.168365092333483e-08,,104.0,Cytosol,Arbitrary assignment,x,,
b0240,P24251,crl,Sigma factor-binding protein Crl,REP-2mz8,2mz8-A_clean,Protein Data Bank,15654.801999999989,8.066323582282246e-08,,136.0,Cytosol,Heinemann 2016,x,,
b0241,P02932,phoE,Outer membrane pore protein E,REP-1pho,1pho-A_clean,Protein Data Bank,38921.51909999999,,,,Outer_Membrane,iJL1678,,,
b0242,P0A7B5,proB,Glutamate 5-kinase,REP-2j5v,2j5v-A_clean,Protein Data Bank,39056.053200000024,3.0723203056045617e-07,,518.0,Cytosol,iJL1678,x,,
b0243,P07004,proA,Gamma-glutamyl phosphate reductase,REP-b0243_10_416_1o20,b0243_10_416_1o20-A_clean,SWISS-MODEL,44629.54760000013,3.0723203056045617e-07,,518.0,Cytosol,iJL1678,x,,
b0245,P77692,ykfI,Toxin YkfI,,,,12904.852599999987,,,,Cytosol,EchoLOCATION predicted,,,
b0246,Q47684,yafW,Antitoxin YafW,REP-2ea9,2ea9-A_clean,Protein Data Bank,11939.465399999986,,,,Cytosol,EchoLOCATION predicted,,,
b0247,Q47685,ykfG,UPF0758 protein YkfG,REP-b0247_36_158_2qlc,b0247_36_158_2qlc-A_clean,SWISS-MODEL,18098.54839999998,,,,Cytosol,EchoLOCATION predicted,,,
b0248,P75676,yafX,Uncharacterized protein YafX,REP-b0248_9_152_2wj9,b0248_9_152_2wj9-A_clean,SWISS-MODEL,17419.35349999999,,,,Cytosol,EchoLOCATION predicted,,,
b0249,P75677,ykfF,UPF0401 protein YkfF,REP-2hjj,2hjj-A_clean,Protein Data Bank,9013.934799999992,,,,Cytosol,EchoLOCATION predicted,,,
b0250,P77162,ykfB,Uncharacterized protein YkfB,,,,17025.531799999997,,,,Periplasm,EchoLOCATION predicted,,,
b0251,P77365,yafY,Lipoprotein YafY,,,,16814.796899999987,,,,Cytosol,EchoLOCATION predicted,,,
b0252,P77206,yafZ,UPF0380 protein YafZ,,,,31050.9525,,,,Cytosol,EchoLOCATION predicted,,,
b0253,P75678,ykfA,Uncharacterized protein YkfA,REP-b0253_34_257_3iev,b0253_34_257_3iev-A_clean,SWISS-MODEL,31891.364200000055,,,,Cytosol,EchoLOCATION predicted,,,
b0254,Q57083,perR,HTH-type transcriptional regulator PerR,REP-b0254_3_293_2esn,b0254_3_293_2esn-A_clean,SWISS-MODEL,33638.378800000006,,,,Cytosol,EchoLOCATION predicted,,,
b0255,P75679,insN1,Transposase InsN for insertion sequence element IS911A,REP-b0255_15_121_3hh0,b0255_15_121_3hh0-A_clean,SWISS-MODEL,15249.344299999988,,,,Cytosol,EchoLOCATION predicted,,,
b0256,P0CF88,insI1,Transposase InsI for insertion sequence element IS30A,,,,44266.35270000006,,,,Cytosol,EchoLOCATION predicted,,,
b0257,P75680,insO1,Putative transposase InsO for insertion sequence element IS911A,REP-b0257_3_123_4fcy,b0257_3_123_4fcy-A_clean,SWISS-MODEL,15849.938899999997,,,,Cytosol,Arbitrary assignment,,,
b0258,Q47688,ykfC,Putative uncharacterized protein YkfC,,,,43164.726300000024,,,,Cytosol,EchoLOCATION predicted,,,
b0259,P0CE49,insH1,Transposase InsH for insertion sequence element IS5A,,,,39326.72140000002,,,,Cytosol,EchoLOCATION predicted,,,
b0260,Q47689,mmuP,Probable S-methylmethionine permease,,,,50525.197300000094,,3.196862262298623e-06,2.0,Inner_Membrane,iJL1678,,,
b0261,Q47690,mmuM,Homocysteine S-methyltransferase,REP-5dmm,5dmm-A_clean,Protein Data Bank,33422.42890000004,5.456630658602696e-08,,92.0,Cytosol,iJL1678,x,,
b0262,P37009,fbpC,Fe(3+) ions import ATP-binding protein FbpC,REP-b0262_6_345_3d31,b0262_6_345_3d31-A_clean,SWISS-MODEL,39058.31210000001,,,,Cytosol,Arbitrary assignment,,,
b0263,P75681,afuB,Putative ferric transport system permease-like protein AfuB,REP-b0263_6_108_4tqu,b0263_6_108_4tqu-A_clean,SWISS-MODEL,13093.222299999985,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0264,P0CF26,insB2,Insertion element IS1 2 protein InsB,REP-b0264_32_143_1vsk,b0264_32_143_1vsk-A_clean,SWISS-MODEL,19757.607300000014,,,,Cytosol,Arbitrary assignment,,,
b0265,P0CF08,insA2,Insertion element IS1 2 protein InsA,,,,9902.295899999992,,,,Cytosol,Arbitrary assignment,,,
b0266,P37008,yagB,Putative uncharacterized protein YagB,REP-b0266_2_109_2inw,b0266_2_109_2inw-A_clean,SWISS-MODEL,13183.873899999984,,,,Cytosol,EchoLOCATION predicted,,,
b0267,P37007,yagA,Uncharacterized protein YagA,REP-b0267_90_302_5m0q,b0267_90_302_5m0q-A_clean,SWISS-MODEL,43768.14140000004,,,,Cytosol,EchoLOCATION predicted,,,
b0268,P75682,yagE,Probable 2-keto-3-deoxy-galactonate aldolase YagE,REP-4oe7,4oe7-A_clean,Protein Data Bank,32529.989300000005,1.0082904477852808e-08,,17.0,Cytosol,Heinemann 2016,x,,
b0269,P77596,yagF,Uncharacterized protein YagF,REP-b0269_38_642_5j83,b0269_38_642_5j83-A_clean,SWISS-MODEL,69398.42130000035,,,,Cytosol,EchoLOCATION predicted,,,
b0270,P75683,yagG,Putative glycoside/cation symporter YagG,,,,50631.23710000008,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0271,P77713,yagH,Putative beta-xylosidase,REP-b0271_2_536_2exh,b0271_2_536_2exh-A_clean,SWISS-MODEL,60824.27310000022,,,,Cytosol,EchoLOCATION predicted,,,
b0272,P77300,yagI,Uncharacterized HTH-type transcriptional regulator YagI,REP-b0272_5_249_2xrn,b0272_5_249_2xrn-A_clean,SWISS-MODEL,27837.586900000013,,,,Cytosol,EchoLOCATION predicted,,,
b0273,P06960,argF,Ornithine carbamoyltransferase subunit F,REP-1duv,1duv-G_clean,Protein Data Bank,36826.74470000008,2.419897074684674e-07,,408.0,Cytosol,iJL1678,x,,
b0274,P0CF27,insB3,Insertion element IS1 3 protein InsB,REP-b0274_32_143_1vsk,b0274_32_143_1vsk-A_clean,SWISS-MODEL,19757.607300000014,,,,Cytosol,Arbitrary assignment,,,
b0275,P0CF09,insA3,Insertion element IS1 3 protein InsA,,,,9902.295899999992,,,,Cytosol,Arbitrary assignment,,,
b0276,P77169,yagJ,Putative uncharacterized protein YagJ,,,,27859.0174,,,,Cytosol,EchoLOCATION predicted,,,
b0277,P77657,yagK,Uncharacterized protein YagK,,,,24470.6078,,,,Cytosol,EchoLOCATION predicted,,,
b0278,P77607,yagL,Uncharacterized protein YagL,REP-b0278_28_145_1w1b,b0278_28_145_1w1b-A_clean,SWISS-MODEL,27273.46500000004,,,,Cytosol,EchoLOCATION predicted,,,
b0279,P71296,yagM,Uncharacterized protein YagM,,,,32678.136300000024,,,,Cytosol,EchoLOCATION predicted,,,
b0280,P71297,yagN,Uncharacterized protein YagN,,,,15814.864599999983,,,,Cytosol,EchoLOCATION predicted,,,
b0281,P71298,intF,Prophage integrase IntF,REP-b0281_139_450_4a8e,b0281_139_450_4a8e-A_clean,SWISS-MODEL,53073.436100000064,,,,Cytosol,EchoLOCATION predicted,,,
b0283,P77183,yagQ,Uncharacterized protein YagQ,REP-b0283_23_306_2we7,b0283_23_306_2we7-A_clean,SWISS-MODEL,34953.622600000046,,,,Cytosol,EchoLOCATION predicted,,,
b0284,P77489,yagR,Putative xanthine dehydrogenase YagR molybdenum-binding subunit,REP-5g5g,5g5g-C_clean,Protein Data Bank,78087.44090000037,,,,Periplasm,EchoLOCATION predicted,,,
b0285,P77324,yagS,Putative xanthine dehydrogenase YagS FAD-binding subunit,REP-5g5g,5g5g-B_clean,Protein Data Bank,33857.44880000004,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0286,P77165,yagT,Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit,REP-5g5g,5g5g-A_clean,Protein Data Bank,24342.401000000005,,,,Cytosol,EchoLOCATION predicted,,,
b0287,P0AAA1,yagU,Inner membrane protein YagU,,,,22966.51120000001,,0.00035325327998399783,221.0,Inner_Membrane,Heinemann 2016,,,
b0288,P0AAL9,ykgJ,Uncharacterized protein YkgJ,,,,11798.416799999985,,,,Periplasm,EchoLOCATION predicted,,,
b0289,P77263,ecpE,Probable fimbrial chaperone EcpE,REP-b0289_29_206_3q48,b0289_29_206_3q48-A_clean,SWISS-MODEL,26627.971100000006,,,,Cytosol,Arbitrary assignment,,,
b0290,P77694,ecpD,Fimbria adhesin EcpD,,,,59996.40770000017,,,,Periplasm,EchoLOCATION predicted,,,
b0291,P77802,ecpC,Probable outer membrane usher protein EcpC,,,,91227.37080000064,,,,Cytosol,Arbitrary assignment,,,
b0292,P77188,ecpB,Probable fimbrial chaperone EcpB,REP-5dfk,5dfk-A_clean,Protein Data Bank,24516.6869,,,,Cytosol,Arbitrary assignment,,,
b0293,P0AAA3,ecpA,Common pilus major fimbrillin subunit EcpA,REP-3qs2,3qs2-A_clean,Protein Data Bank,20111.214699999982,,,,Cytosol,Arbitrary assignment,,,
b0294,P71301,ecpR,HTH-type transcriptional regulator EcpR,REP-b0294_26_190_1a04,b0294_26_190_1a04-A_clean,SWISS-MODEL,23273.47210000002,,,,Cytosol,Arbitrary assignment,,,
b0295,P56257,ykgL,Uncharacterized protein YkgL,,,,8766.789099999995,,,,Cytosol,EchoLOCATION predicted,,,
b0296,P0A7N1,ykgM,50S ribosomal protein L31 type B,REP-b0296_1_57_5v93,b0296_b0296_1_57_5v93-A_clean_clean,SWISS-MODEL,9920.064299999993,,,,Cytosol,EchoLOCATION predicted,,,
b0296,P0A7N1,ykgM,50S ribosomal protein L31 type B,REP-b0296_1_57_5v93,b0296_b0296_1_57_5v93-A_clean_clean,SWISS-MODEL,9920.064299999993,,,,Cytosol,EchoLOCATION predicted,,,
b0297,P36943,eaeH,Putative attaching and effacing protein homolog,,,,33174.780600000006,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0298,P0CF66,insE1,Transposase InsE for insertion sequence IS3A,,,,11543.005199999989,,,,Cytosol,Arbitrary assignment,,,
b0299,P0CF79,insF1,Transposase InsF for insertion sequence IS3A,REP-b0299_3_275_5hoo,b0299_3_275_5hoo-A_clean,SWISS-MODEL,33540.03960000001,,,,Cytosol,EchoLOCATION predicted,,,
b0300,P77601,ykgA,Putative HTH-type transcriptional regulator YkgA,REP-b0300_32_154_3d70,b0300_32_154_3d70-A_clean,SWISS-MODEL,28474.40420000002,,,,Cytosol,EchoLOCATION predicted,,,
b0301,P75685,rclC,Inner membrane protein RclC,,,,21899.2003,,,,Cytosol,Arbitrary assignment,,,
b0303,P75687,rclB,Uncharacterized protein RclB,,,,8471.689899999994,,,,Cytosol,Arbitrary assignment,,,
b0304,P77212,rclA,Probable pyridine nucleotide-disulfide oxidoreductase RclA,REP-b0304_3_439_5u8v,b0304_3_439_5u8v-A_clean,SWISS-MODEL,48243.633000000074,5.931120281089888e-10,,1.0,Cytosol,Arbitrary assignment,x,,
b0305,P77379,rclR,RCS-specific HTH-type transcriptional activator RclR,REP-b0305_36_237_5nla,b0305_36_237_5nla-A_clean,SWISS-MODEL,31473.999800000023,,,,Cytosol,Arbitrary assignment,,,
