Gene,UniProt,NAME,Description,Structure_ID,Structure_file,Structure_source,MW,MOLARITY,"Copy number (glucose minimal media, pH 7)",LOCALIZATION,Localization_source,INCLUDE,COLOR,NOTES
b0138,P37018,yadM,Uncharacterized fimbrial-like protein YadM,REP-24_189_3jwn.1.C_59cc3f28a52be777386a69a8,b0138_24_189_3jwn_clean.pdb,SWISS-MODEL,20306.771399999983,,,Periplasm,EchoLOCATION predicted,,,
b0139,P33129,htrE,Outer membrane usher protein HtrE,REP-57_863_3rfz.1.B_59cc18d4e6291d8ea1a84e9f,b0139_57_863_3rfz_clean.pdb,SWISS-MODEL,95498.28710000063,,,Outer_Membrane,EchoLOCATION predicted,,,
b0140,P33128,yadV,Probable fimbrial chaperone YadV,REP-5ghu,5ghu-A_clean.pdb,Protein Data Bank,27053.529499999997,,,Cytosol,Arbitrary assignment,,,
b0141,P37050,yadN,Uncharacterized fimbrial-like protein YadN,REP-E00136,E00136_clean-X_clean.pdb,metaTASSER,20117.384399999984,,,Periplasm,EchoLOCATION predicted,,,
b0142,P26281,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,REP-5etp,5etp-A_clean.pdb,Protein Data Bank,18078.5667,3.795916979897528e-08,64.0,Cytosol,iJL1678,x,,
b0143,P0ABF1,pcnB,Poly(A) polymerase I,REP-3aqm,3aqm-A_clean.pdb,Protein Data Bank,53870.272200000065,2.7876265321122472e-08,47.0,Cytosol,Heinemann 2016,x,,
b0144,P27305,gluQ,Glutamyl-Q tRNA(Asp) synthetase,REP-1nzj,1nzj-A_clean.pdb,Protein Data Bank,34867.136500000066,,,Cytosol,Arbitrary assignment,,,
b0145,P0ABS1,dksA,RNA polymerase-binding transcription factor DksA,REP-1tjl,1tjl-A_clean.pdb,Protein Data Bank,17527.564599999998,3.5462168160636436e-06,5979.0,Cytosol,Heinemann 2016,x,,
b0146,P0A823,sfsA,Sugar fermentation stimulation protein A,REP-4dap,4dap-A_clean.pdb,Protein Data Bank,26228.48680000001,1.7200248815160674e-08,29.0,Cytosol,EchoLOCATION predicted,x,,
b0147,P37025,thpR,"RNA 2',3'-cyclic phosphodiesterase",REP-4qak,4qak-A_clean.pdb,Protein Data Bank,19933.67889999999,,,Cytosol,Arbitrary assignment,,,
b0148,P37024,hrpB,ATP-dependent RNA helicase HrpB,REP-E00143,E00143_clean-X_clean.pdb,metaTASSER,89146.74410000055,,,Cytosol,EchoLOCATION predicted,,,
b0149,P02919,mrcB,Penicillin-binding protein 1B,REP-3vma,3vma-A_clean.pdb,Protein Data Bank,94291.43170000041,,39.0,Inner_Membrane,iJL1678,x,,
b0150,P06971,fhuA,Ferrichrome-iron receptor,REP-1by5,1by5-A_clean.pdb,Protein Data Bank,82181.24900000039,,785.0,Outer_Membrane,iJL1678,,,
b0151,P07821,fhuC,Iron(3+)-hydroxamate import ATP-binding protein FhuC,REP-6_250_4g1u.1.C_59ca2841c730d4399e39ac4d,b0151_6_250_4g1u_clean.pdb,SWISS-MODEL,28886.095300000015,2.372448112435955e-09,4.0,Cytosol,iJL1678,x,,
b0152,P07822,fhuD,Iron(3+)-hydroxamate-binding protein FhuD,REP-1k2v,1k2v-N_clean.pdb,Protein Data Bank,32997.955000000045,,,Periplasm,iJL1678,,,
b0153,P06972,fhuB,Iron(3+)-hydroxamate import system permease protein FhuB,REP-E00148,E00148_clean-X_clean.pdb,metaTASSER,70422.20310000039,,,Inner_Membrane,iJL1678,,,
b0154,P23893,hemL,"Glutamate-1-semialdehyde 2,1-aminomutase",REP-4e77,4e77-A_clean.pdb,Protein Data Bank,45365.6295000001,1.4080479547307391e-06,2374.0,Cytosol,iJL1678,x,,
b0155,P37019,clcA,H(+)/Cl(-) exchange transporter ClcA,REP-3det,3det-A_clean.pdb,Protein Data Bank,50348.12350000003,,,Inner_Membrane,iJL1678,,,
b0156,P0ACC3,erpA,Iron-sulfur cluster insertion protein ErpA,REP-2apn,2apn-A_clean.pdb,Protein Data Bank,12100.353999999994,2.1506242139231933e-06,3626.0,Cytosol,Arbitrary assignment,x,,
b0157,P0AFP0,yadS,UPF0126 inner membrane protein YadS,REP-2_198_5wuf.1.A_59cb0028573f201ed265c4d2,b0157_2_198_5wuf_clean.pdb,SWISS-MODEL,22127.420300000016,,,Inner_Membrane,EchoLOCATION predicted,,,
b0158,P37028,btuF,Vitamin B12-binding protein,REP-5m29,5m29-A_clean.pdb,Protein Data Bank,29366.459200000005,,,Periplasm,iJL1678,,,
b0159,P0AF12,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,REP-3o4v,3o4v-A_clean.pdb,Protein Data Bank,24353.685299999997,1.3457711917792956e-06,2269.0,Cytosol,iJL1678,x,,
b0160,P15723,dgt,Deoxyguanosinetriphosphate triphosphohydrolase,REP-4x9e,4x9e-A_clean.pdb,Protein Data Bank,59382.21850000011,,,Cytosol,iJL1678,,,
b0161,P0C0V0,degP,Periplasmic serine endoprotease DegP,REP-1ky9,1ky9-B_clean.pdb,Protein Data Bank,49353.663700000034,,1927.0,Inner_Membrane,Heinemann 2016,x,,
b0162,P37047,cdaR,Carbohydrate diacid regulator,REP-E00157,E00157_clean-X_clean.pdb,metaTASSER,43686.83540000004,0.0,0.0,Cytosol,EchoLOCATION predicted,x,,
b0163,P62768,yaeH,UPF0325 protein YaeH,REP-E00158,E00158_clean-X_clean.pdb,metaTASSER,15095.977099999996,6.909755127469719e-07,1165.0,Cytosol,EchoLOCATION predicted,x,,
b0164,P37049,yaeI,Phosphodiesterase YaeI,REP-E00159,E00159_clean-X_clean.pdb,metaTASSER,29863.050299999995,,,Inner_Membrane,EchoLOCATION predicted,,,
b0166,P0A9D8,dapD,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",REP-3bxy,3bxy-A_clean.pdb,Protein Data Bank,29891.73429999999,7.033122429316388e-06,11858.0,Cytosol,iJL1678,x,,
b0167,P27249,glnD,Bifunctional uridylyltransferase/uridylyl-removing enzyme,REP-E00161,E00161_clean-X_clean.pdb,metaTASSER,102388.89660000056,5.456630658602696e-08,92.0,Cytosol,EchoLOCATION predicted,x,,
b0168,P0AE18,map,Methionine aminopeptidase,REP-1xnz,1xnz-A_clean.pdb,Protein Data Bank,29330.487300000023,7.609627320638326e-07,1283.0,Cytosol,iJL1678,x,,
b0169,P0A7V0,rpsB,30S ribosomal protein S2,REP-5mdv,5mdv-g_clean.pdb,Protein Data Bank,26743.326900000004,1.976071344050718e-05,33317.0,Cytosol,iJL1678,x,,
b0170,P0A6P1,tsf,Elongation factor Ts,REP-4pc3,4pc3-C_clean.pdb,Protein Data Bank,30422.632200000022,1.185453010581436e-05,19987.0,Cytosol,iJL1678,x,,
b0171,P0A7E9,pyrH,Uridylate kinase,REP-2bne,2bne-A_clean.pdb,Protein Data Bank,25969.980200000013,3.9145393855193256e-07,660.0,Cytosol,iJL1678,x,,
b0172,P0A805,frr,Ribosome-recycling factor,REP-1ise,1ise-A_clean.pdb,Protein Data Bank,20638.334199999994,2.6850181512493923e-06,4527.0,Cytosol,iJL1678,x,,
b0173,P45568,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase,REP-1q0q,1q0q-A_clean.pdb,Protein Data Bank,43387.53750000009,,,Cytosol,iJL1678,,,
b0174,P60472,ispU,"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)",REP-3sgv,3sgv-A_clean.pdb,Protein Data Bank,28443.798400000003,2.1352033011923596e-08,36.0,Cytosol,iJL1678,x,,
b0175,P0ABG1,cdsA,Phosphatidate cytidylyltransferase,REP-E00169,E00169_clean-X_clean.pdb,metaTASSER,31453.38050000001,,59.0,Inner_Membrane,iJL1678,x,,
b0176,P0AEH1,rseP,Regulator of sigma-E protease RseP,REP-E00170,E00170_clean-X_clean.pdb,metaTASSER,49070.685199999934,,12.0,Inner_Membrane,Heinemann 2016,x,,
b0177,P0A940,bamA,Outer membrane protein assembly factor BamA,REP-5d0o,5d0o-A_clean.pdb,Protein Data Bank,90551.62670000055,,1957.0,Outer_Membrane,iJL1678,,,
b0178,P0AEU7,skp,Chaperone protein Skp,REP-1u2m,1u2m-A_clean.pdb,Protein Data Bank,17688.03319999999,4.3265072743318855e-05,9612.0,Periplasm,Heinemann 2016,,,
b0179,P21645,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,REP-3eh0,3eh0-A_clean.pdb,Protein Data Bank,36038.10640000001,8.659435610391236e-08,146.0,Cytosol,iJL1678,x,,
b0180,P0A6Q6,fabZ,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,REP-5bux,5bux-A_clean.pdb,Protein Data Bank,17032.75699999999,2.48691873386099e-06,4193.0,Cytosol,iJL1678,x,,
b0181,P0A722,lpxA,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,REP-2qia,2qia-A_clean.pdb,Protein Data Bank,28079.665300000008,4.685585022061011e-07,790.0,Cytosol,iJL1678,x,,
b0182,P10441,lpxB,Lipid-A-disaccharide synthase,REP-E00176,E00176_clean-X_clean.pdb,metaTASSER,42381.972400000064,1.4234688674615731e-08,24.0,Cytosol,iJL1678,x,,
b0183,P10442,rnhB,Ribonuclease HII,REP-6_195_3o3f.1.A_59cb34d0afa3583eb12382e4,b0183_6_195_3o3f_clean.pdb,SWISS-MODEL,21525.745599999995,7.1173443373078655e-09,12.0,Cytosol,Heinemann 2016,x,,
b0184,P10443,dnaE,DNA polymerase III subunit alpha,REP-5fkv,5fkv-A_clean.pdb,Protein Data Bank,129903.0568000006,,,Cytosol,EchoLOCATION predicted,,,
b0185,P0ABD5,accA,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,REP-2f9y,2f9y-A_clean.pdb,Protein Data Bank,35241.13229999999,1.8214470383227043e-06,3071.0,Cytosol,iJL1678,x,,
b0186,P52095,ldcC,Constitutive lysine decarboxylase,REP-5fkz,5fkz-E_clean.pdb,Protein Data Bank,80589.37580000047,,,Cytosol,iJL1678,,,
b0187,P52096,yaeR,Uncharacterized protein YaeR,REP-3_129_1jc5.1.B_59cc2ce6a52be703be98f758,b0187_3_129_1jc5_clean.pdb,SWISS-MODEL,14736.51189999998,5.27869705017e-08,89.0,Cytosol,EchoLOCATION predicted,x,,
b0188,P52097,tilS,tRNA(Ile)-lysidine synthase,REP-1ni5,1ni5-A_clean.pdb,Protein Data Bank,48203.58460000005,,,Cytosol,iJL1678,,,
b0189,P0AFW8,rof,Protein rof,REP-1sg5,1sg5-A_clean.pdb,Protein Data Bank,9479.539299999997,5.492217380289236e-07,926.0,Cytosol,EchoLOCATION predicted,x,,
b0190,P0AA97,yaeQ,Uncharacterized protein YaeQ,REP-3c0u,3c0u-A_clean.pdb,Protein Data Bank,20876.42659999999,,,Cytosol,EchoLOCATION predicted,,,
b0191,P40711,arfB,Peptidyl-tRNA hydrolase ArfB,REP-2jy9,2jy9-A_clean.pdb,Protein Data Bank,15622.882299999976,,,Cytosol,Arbitrary assignment,,,
b0192,P40710,nlpE,Lipoprotein NlpE,REP-2z4i,2z4i-A_clean.pdb,Protein Data Bank,25844.02269999999,,,Cytosol,Arbitrary assignment,,,
b0193,P37056,yaeF,Probable lipoprotein peptidase YaeF,REP-E00188,E00188_clean-X_clean.pdb,metaTASSER,29911.992399999974,,,Outer_Membrane,EchoLOCATION predicted,,,
b0194,P16659,proS,Proline--tRNA ligase,REP-2_570_5ucm.1.A_59cae0acafa3581d29e29349,b0194_2_570_5ucm_clean.pdb,SWISS-MODEL,63691.83340000015,2.314323133681274e-06,3902.0,Cytosol,iJL1678,x,,
b0195,P28634,trmO,tRNA (adenine(37)-N6)-methyltransferase,REP-1_228_1xqb.1.A_59cb6306c730d46b17379537,b0195_1_228_1xqb_clean.pdb,SWISS-MODEL,26362.0054,1.3048464618397754e-08,22.0,Cytosol,Arbitrary assignment,x,,
b0196,P69411,rcsF,Outer membrane lipoprotein RcsF,REP-E00191,E00191_clean-X_clean.pdb,metaTASSER,14163.338999999987,,616.0,Outer_Membrane,Heinemann 2016,,,
b0197,P28635,metQ,D-methionine-binding lipoprotein MetQ,REP-4yah,4yah-X_clean.pdb,Protein Data Bank,29431.257300000012,,29249.0,Inner_Membrane,iJL1678,x,,
b0198,P31547,metI,D-methionine transport system permease protein MetI,REP-3tui,3tui-A_clean.pdb,Protein Data Bank,23255.796499999997,,355.0,Inner_Membrane,iJL1678,x,,
b0199,P30750,metN,Methionine import ATP-binding protein MetN,REP-3tui,3tui-C_clean.pdb,Protein Data Bank,37787.92870000007,5.705737710408472e-07,962.0,Cytosol,iJL1678,x,,
b0200,P63228,gmhB,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase",REP-2gmw,2gmw-A_clean.pdb,Protein Data Bank,21294.00769999999,1.6963004003917078e-07,286.0,Cytosol,iJL1678,x,,
b0207,P30863,dkgB,"2,5-diketo-D-gluconic acid reductase B",REP-3_267_3up8.1.A_59ca1712c730d42fcef5f62b,b0207_3_267_3up8_clean.pdb,SWISS-MODEL,29436.42240000003,2.7876265321122472e-08,47.0,Cytosol,iJL1678,x,,
b0208,P30864,yafC,Uncharacterized HTH-type transcriptional regulator YafC,REP-2_296_5ae5.1.A_59f2d215b4c268a918d8217c,b0208_2_296_5ae5_clean.pdb,SWISS-MODEL,33775.42290000006,4.151784196762922e-09,7.0,Cytosol,EchoLOCATION predicted,x,,
b0209,P0A8U2,yafD,UPF0294 protein YafD,REP-E00198,E00198_clean-X_clean.pdb,metaTASSER,29991.310500000007,,,Cytosol,EchoLOCATION predicted,,,
b0210,P30866,yafE,Uncharacterized protein YafE,REP-3_206_1xxl.1.A_59cb0385573f209c228232af,b0210_3_206_1xxl_clean.pdb,SWISS-MODEL,22990.81530000001,,,Cytosol,EchoLOCATION predicted,,,
b0211,P0AEZ7,mltD,Membrane-bound lytic murein transglycosylase D,REP-E00200,E00200_clean-X_clean.pdb,metaTASSER,49416.9030000001,,,Outer_Membrane,EchoLOCATION experimental,,,
b0212,P0AC84,gloB,Hydroxyacylglutathione hydrolase GloB,REP-2qed,2qed-A_clean.pdb,Protein Data Bank,28434.035000000044,1.209948537342337e-07,204.0,Cytosol,iJL1678,x,,
b0213,P75672,yafS,Uncharacterized protein YafS,REP-E00202,E00202_clean-X_clean.pdb,metaTASSER,27243.854200000027,,,Cytosol,EchoLOCATION predicted,,,
b0214,P0A7Y4,rnhA,Ribonuclease HI,REP-1jl1,1jl1-A_clean.pdb,Protein Data Bank,17596.78779999999,8.896680421634832e-09,15.0,Cytosol,Heinemann 2016,x,,
b0215,P03007,dnaQ,DNA polymerase III subunit epsilon,REP-5m1s,5m1s-D_clean.pdb,Protein Data Bank,27098.626699999997,1.1862240562179775e-08,20.0,Cytosol,EchoLOCATION predicted,x,,
b0217,P77339,yafT,Uncharacterized lipoprotein YafT,REP-E00205,E00205_clean-X_clean.pdb,metaTASSER,29605.345200000014,,,Outer_Membrane,EchoLOCATION experimental,,,
b0218,P77354,yafU,Putative inner membrane protein YafU,,,,12136.121499999987,,,Inner_Membrane,EchoLOCATION predicted,,,
b0219,Q47679,yafV,Omega-amidase YafV,REP-1_255_2e11.1.A_59ca3500c730d42a9e5e7ca9,b0219_1_255_2e11_clean.pdb,SWISS-MODEL,28924.547500000015,2.728315329301348e-08,46.0,Cytosol,EchoLOCATION predicted,x,,
b0220,P0AD59,ivy,Inhibitor of vertebrate lysozyme,REP-30_156_1gpq.1.A_59cbcdad7aaa0d6a9844ee85,b0220_30_156_1gpq_clean.pdb,SWISS-MODEL,16872.119699999996,4.645188833864446e-06,1032.0,Periplasm,Heinemann 2016,,,
b0221,Q47146,fadE,Acyl-coenzyme A dehydrogenase,REP-E00209,E00209_clean-X_clean.pdb,metaTASSER,89223.37480000046,,4.0,Inner_Membrane,iJL1678,x,,
b0222,P63224,gmhA,Phosphoheptose isomerase,REP-2i2w,2i2w-A_clean.pdb,Protein Data Bank,20814.5109,1.527856584408755e-06,2576.0,Cytosol,iJL1678,x,,
b0223,Q47147,yafJ,Putative glutamine amidotransferase YafJ,REP-2_252_1te5.1.A_59ca34bdc730d42a9e5e7772,b0223_2_252_1te5_clean.pdb,SWISS-MODEL,28635.282800000015,4.0924729939520224e-08,69.0,Cytosol,EchoLOCATION predicted,x,,
b0224,P0AA99,yafK,"Putative L,D-transpeptidase YafK",REP-E00212,E00212_clean-X_clean.pdb,metaTASSER,28020.885199999997,,,Periplasm,EchoLOCATION predicted,,,
b0225,Q47149,yafQ,mRNA interferase toxin YafQ,REP-4q2u,4q2u-B_clean.pdb,Protein Data Bank,10846.48499999999,,,Cytosol,EchoLOCATION predicted,,,
b0226,Q47150,dinJ,Antitoxin DinJ,REP-4q2u,4q2u-A_clean.pdb,Protein Data Bank,9405.68269999999,1.470917829710292e-07,248.0,Cytosol,EchoLOCATION predicted,x,,
b0227,Q47151,yafL,Probable endopeptidase YafL,REP-E00215,E00215_clean-X_clean.pdb,metaTASSER,28784.439800000015,,,Periplasm,EchoLOCATION predicted,,,
b0228,Q47152,rayT,REP-associated tyrosine transposase,REP-4er8,4er8-A_clean.pdb,Protein Data Bank,20041.588999999993,,,Cytosol,Arbitrary assignment,,,
b0229,Q47153,lfhA,Putative truncated flagellar export/assembly protein LfhA,,,,63152.44980000013,,,Cytosol,Arbitrary assignment,,,
b0230,Q47154,lafU,Putative truncated flagellar export/assembly protein LafU,,,,23779.032099999982,,,Cytosol,Arbitrary assignment,,,
b0231,Q47155,dinB,DNA polymerase IV,REP-5c5j,5c5j-A_clean.pdb,Protein Data Bank,39515.46650000001,,,Cytosol,EchoLOCATION predicted,,,
b0232,Q47156,yafN,Antitoxin YafN,REP-E00218,E00218_clean-X_clean.pdb,metaTASSER,11233.633599999985,,,Cytosol,EchoLOCATION predicted,,,
b0233,Q47157,yafO,mRNA interferase toxin YafO,REP-E00219,E00219_clean-X_clean.pdb,metaTASSER,15487.652799999978,,,Cytosol,EchoLOCATION predicted,,,
b0234,Q47158,yafP,Uncharacterized N-acetyltransferase YafP,REP-3_149_4xnh.1.B_59cbf7d91405500d60b1969d,b0234_3_149_4xnh_clean.pdb,SWISS-MODEL,17554.932299999986,,,Cytosol,EchoLOCATION predicted,,,
b0235,P75675,ykfJ,Putative uncharacterized protein YkfJ,,,,9820.158099999993,,,Cytosol,EchoLOCATION predicted,,,
b0236,P28369,prfH,Putative peptide chain release factor homolog,REP-1_159_4v9n.1.D_59cbcc237aaa0d36cc42a2b4,b0236_1_159_4v9n_clean.pdb,SWISS-MODEL,18833.825599999982,,,Cytosol,EchoLOCATION predicted,,,
b0237,P15288,pepD,Cytosol non-specific dipeptidase,REP-2_485_3mru.1.A_59ca2e95b4c268662e5d0856,b0237_2_485_3mru_clean.pdb,SWISS-MODEL,52914.774700000016,1.428806875714554e-06,2409.0,Cytosol,iJL1678,x,,
b0238,P0A9M5,gpt,Xanthine phosphoribosyltransferase,REP-1nul,1nul-A_clean.pdb,Protein Data Bank,16970.386399999978,1.8386472871378652e-06,3100.0,Cytosol,iJL1678,x,,
b0239,P04335,frsA,Esterase FrsA,REP-15_414_4i4c.2.A_59f2a8dbad01f00a1d8a8af3,b0239_15_414_4i4c_clean.pdb,SWISS-MODEL,47008.233600000036,6.168365092333483e-08,104.0,Cytosol,Arbitrary assignment,x,,
b0240,P24251,crl,Sigma factor-binding protein Crl,REP-2mz8,2mz8-A_clean.pdb,Protein Data Bank,15654.801999999989,8.066323582282246e-08,136.0,Cytosol,Heinemann 2016,x,,
b0241,P02932,phoE,Outer membrane pore protein E,REP-22_351_1pho.1.A_59f1f7b8ad01f01d2f69c7ea,b0241_22_351_1pho_clean.pdb,SWISS-MODEL,38921.51909999999,,,Outer_Membrane,iJL1678,,,
b0242,P0A7B5,proB,Glutamate 5-kinase,REP-2j5v,2j5v-A_clean.pdb,Protein Data Bank,39056.053200000024,3.0723203056045617e-07,518.0,Cytosol,iJL1678,x,,
b0243,P07004,proA,Gamma-glutamyl phosphate reductase,REP-10_416_1o20.1.A_59fc7cfe3d4e1d3d192aec28,b0243_10_416_1o20_clean.pdb,SWISS-MODEL,44629.54760000013,3.0723203056045617e-07,518.0,Cytosol,iJL1678,x,,
b0245,P77692,ykfI,Toxin YkfI,REP-E00228,E00228_clean-X_clean.pdb,metaTASSER,12904.852599999987,,,Cytosol,EchoLOCATION predicted,,,
b0246,Q47684,yafW,Antitoxin YafW,REP-2ea9,2ea9-A_clean.pdb,Protein Data Bank,11939.465399999986,,,Cytosol,EchoLOCATION predicted,,,
b0247,Q47685,ykfG,UPF0758 protein YkfG,REP-E00231,E00231_clean-X_clean.pdb,metaTASSER,18098.54839999998,,,Cytosol,EchoLOCATION predicted,,,
b0248,P75676,yafX,Uncharacterized protein YafX,REP-9_152_2wj9.1.B_59cbfd5214055022b0a5915a,b0248_9_152_2wj9_clean.pdb,SWISS-MODEL,17419.35349999999,,,Cytosol,EchoLOCATION predicted,,,
b0249,P75677,ykfF,UPF0401 protein YkfF,REP-2hjj,2hjj-A_clean.pdb,Protein Data Bank,9013.934799999992,,,Cytosol,EchoLOCATION predicted,,,
b0250,P77162,ykfB,Uncharacterized protein YkfB,REP-E00234,E00234_clean-X_clean.pdb,metaTASSER,17025.531799999997,,,Periplasm,EchoLOCATION predicted,,,
b0251,P77365,yafY,Lipoprotein YafY,REP-E00235,E00235_clean-X_clean.pdb,metaTASSER,16814.796899999987,,,Cytosol,EchoLOCATION predicted,,,
b0252,P77206,yafZ,UPF0380 protein YafZ,REP-E00236,E00236_clean-X_clean.pdb,metaTASSER,31050.9525,,,Cytosol,EchoLOCATION predicted,,,
b0253,P75678,ykfA,Uncharacterized protein YkfA,REP-E00237,E00237_clean-X_clean.pdb,metaTASSER,31891.364200000055,,,Cytosol,EchoLOCATION predicted,,,
b0254,Q57083,perR,HTH-type transcriptional regulator PerR,REP-3_293_2esn.1.C_59fca6cf3d4e1d054706965e,b0254_3_293_2esn_clean.pdb,SWISS-MODEL,33638.378800000006,,,Cytosol,EchoLOCATION predicted,,,
b0255,P75679,insN1,Transposase InsN for insertion sequence element IS911A,REP-15_121_3hh0.1.B_59950487f4763d64db6084ec,b0255_15_121_3hh0_clean.pdb,SWISS-MODEL,15249.344299999988,,,Cytosol,EchoLOCATION predicted,,,
b0256,P0CF88,insI1,Transposase InsI for insertion sequence element IS30A,REP-E00239,E00239_clean-X_clean.pdb,metaTASSER,44266.35270000006,,,Cytosol,EchoLOCATION predicted,,,
b0257,P75680,insO1,Putative transposase InsO for insertion sequence element IS911A,,,,15849.938899999997,,,Cytosol,Arbitrary assignment,,,
b0258,Q47688,ykfC,Putative uncharacterized protein YkfC,,,,43164.726300000024,,,Cytosol,EchoLOCATION predicted,,,
b0259,P0CE49,insH1,Transposase InsH for insertion sequence element IS5A,REP-INSH9_ECOLI,INSH9_ECOLI_model1_clean-X_clean.pdb,I-TASSER,39326.72140000002,,,Cytosol,EchoLOCATION predicted,,,
b0260,Q47689,mmuP,Probable S-methylmethionine permease,REP-E00241,E00241_clean-X_clean.pdb,metaTASSER,50525.197300000094,,2.0,Inner_Membrane,iJL1678,x,,
b0261,Q47690,mmuM,Homocysteine S-methyltransferase,REP-5dmm,5dmm-A_clean.pdb,Protein Data Bank,33422.42890000004,5.456630658602696e-08,92.0,Cytosol,iJL1678,x,,
b0262,P37009,fbpC,Fe(3+) ions import ATP-binding protein FbpC,REP-6_345_3d31.1.A_59f22837ad01f06e0ad84417,b0262_6_345_3d31_clean.pdb,SWISS-MODEL,39058.31210000001,,,Cytosol,Arbitrary assignment,,,
b0263,P75681,afuB,Putative ferric transport system permease-like protein AfuB,REP-6_108_4tqu.1.A_59cc4ee97f4bf97076f16595,b0263_6_108_4tqu_clean.pdb,SWISS-MODEL,13093.222299999985,,,Inner_Membrane,EchoLOCATION predicted,,,
b0264,P0CF26,insB2,Insertion element IS1 2 protein InsB,,,,19757.607300000014,,,Cytosol,Arbitrary assignment,,,
b0265,P0CF08,insA2,Insertion element IS1 2 protein InsA,REP-INSA3_ECOLI,INSA3_ECOLI_model1_clean-X_clean.pdb,I-TASSER,9902.295899999992,,,Cytosol,Arbitrary assignment,,,
b0266,P37008,yagB,Putative uncharacterized protein YagB,REP-2_109_2inw.1.A_59cc54a6b4c268f08d82acba,b0266_2_109_2inw_clean.pdb,SWISS-MODEL,13183.873899999984,,,Cytosol,EchoLOCATION predicted,,,
b0267,P37007,yagA,Uncharacterized protein YagA,REP-E00246,E00246_clean-X_clean.pdb,metaTASSER,43768.14140000004,,,Cytosol,EchoLOCATION predicted,,,
b0268,P75682,yagE,Probable 2-keto-3-deoxy-galactonate aldolase YagE,REP-4oe7,4oe7-A_clean.pdb,Protein Data Bank,32529.989300000005,1.0082904477852808e-08,17.0,Cytosol,Heinemann 2016,x,,
b0269,P77596,yagF,Uncharacterized protein YagF,REP-38_642_5j83.1.A_59cb9c531405509d3e917555,b0269_38_642_5j83_clean.pdb,SWISS-MODEL,69398.42130000035,,,Cytosol,EchoLOCATION predicted,,,
b0270,P75683,yagG,Putative glycoside/cation symporter YagG,REP-E00249,E00249_clean-X_clean.pdb,metaTASSER,50631.23710000008,,,Inner_Membrane,EchoLOCATION predicted,,,
b0271,P77713,yagH,Putative beta-xylosidase,REP-2_536_2exh.1.A_59ca9554573f20817fe9ffd8,b0271_2_536_2exh_clean.pdb,SWISS-MODEL,60824.27310000022,,,Cytosol,EchoLOCATION predicted,,,
b0272,P77300,yagI,Uncharacterized HTH-type transcriptional regulator YagI,REP-5_249_2xrn.1.A_59ca40c6140550807234b46e,b0272_5_249_2xrn_clean.pdb,SWISS-MODEL,27837.586900000013,,,Cytosol,EchoLOCATION predicted,,,
b0273,P06960,argF,Ornithine carbamoyltransferase subunit F,REP-1duv,1duv-G_clean.pdb,Protein Data Bank,36826.74470000008,2.419897074684674e-07,408.0,Cytosol,iJL1678,x,,
b0274,P0CF27,insB3,Insertion element IS1 3 protein InsB,REP-INSB2_ECOLI,INSB2_ECOLI_model1_clean-X_clean.pdb,I-TASSER,19757.607300000014,,,Cytosol,Arbitrary assignment,,,
b0275,P0CF09,insA3,Insertion element IS1 3 protein InsA,,,,9902.295899999992,,,Cytosol,Arbitrary assignment,,,
b0276,P77169,yagJ,Putative uncharacterized protein YagJ,,,,27859.0174,,,Cytosol,EchoLOCATION predicted,,,
b0277,P77657,yagK,Uncharacterized protein YagK,REP-E00255,E00255_clean-X_clean.pdb,metaTASSER,24470.6078,,,Cytosol,EchoLOCATION predicted,,,
b0278,P77607,yagL,Uncharacterized protein YagL,REP-E00256,E00256_clean-X_clean.pdb,metaTASSER,27273.46500000004,,,Cytosol,EchoLOCATION predicted,,,
b0279,P71296,yagM,Uncharacterized protein YagM,REP-E00257,E00257_clean-X_clean.pdb,metaTASSER,32678.136300000024,,,Cytosol,EchoLOCATION predicted,,,
b0280,P71297,yagN,Uncharacterized protein YagN,REP-E00258,E00258_clean-X_clean.pdb,metaTASSER,15814.864599999983,,,Cytosol,EchoLOCATION predicted,,,
b0281,P71298,intF,Prophage integrase IntF,REP-E00259,E00259_clean-X_clean.pdb,metaTASSER,53073.436100000064,,,Cytosol,EchoLOCATION predicted,,,
b0283,P77183,yagQ,Uncharacterized protein YagQ,REP-23_306_2we7.1.A_59f2810ab4c2689d1c1a0860,b0283_23_306_2we7_clean.pdb,SWISS-MODEL,34953.622600000046,,,Cytosol,EchoLOCATION predicted,,,
b0284,P77489,yagR,Putative xanthine dehydrogenase YagR molybdenum-binding subunit,REP-5g5g,5g5g-C_clean.pdb,Protein Data Bank,78087.44090000037,,,Periplasm,EchoLOCATION predicted,,,
