Gene Name	Function	Subcellular Location	Predicted Molecular weight (Da)	Number of TMH (HMMTOP / TMHMM)	Signal Peptide Cleavage Prob
acrF	multidrug efflux system; member of resistance-nodu ... ...	Integral Membrane Protein	111454.82	12 / 12	77.9%
envY	Envelope protein involved with thermoregulation of ... ...	Cytoplasmic	29019.0	0 / 0	None
envZ	Inner membrane osmosensor protein; regulates produ ... ...	Integral Membrane Protein	50334.23	2 / 2	54.3%
era	Ribosome-associated GTPase essential for growth an ... ...	Cytoplasmic	33810.18	0 / 0	None
exbB	membrane spanning protein in TonB-ExbB-ExbD comple ... ...	Integral Membrane Protein	26287.48	3 / 3	None
exbD	membrane spanning protein in TonB-ExbB-ExbD comple ... ...	Membrane anchored	15527.06	1 / 1	None
fabA	Beta-hydroxydecanoylthioester dehydrase	Cytoplasmic	18969.14	2 / 0	None
fabB	Beta-ketoacyl-ACP synthase I; KAS I; homodimer	Cytoplasmic	42613.51	0 / 0	None
accB	Acetyl-CoA carboxylase; biotin carboxyl carrier pr ... ...	Cytoplasmic	16687.29	0 / 0	None
accC	Acetyl-CoA carboxylase; biotin carboxylase (BC) su ... ...	Cytoplasmic	49320.94	1 / 0	None
fabH	Beta-ketoacyl-ACP synthase III; KAS III; monomer	Cytoplasmic	33515.25	2 / 0	None
fadA	Thiolase I; 3-ketoacyl-CoA thiolase; beta subunit ... ...	Cytoplasmic	40876.43	1 / 0	None
fadB	L-3-hydroxyacyl-CoA dehydrogenase; 3-hydroxyacyl-C ... ...	Cytoplasmic	79594.17	3 / 0	None
fadL	 The cellular location of this protein was experimentally confirmed Fatty acid transport protein; outer membrane	Outer Membrane ß-barrel protein	48772.03	1 / 0	99.8%
fadR	Negative regulatory gene for fad regulon; positive ... ...	Cytoplasmic	26968.67	1 / 0	None
fbaA	 The cellular location of this protein was experimentally confirmed Fructose-bisphosphate aldolase; class II; binds Zn ... ...	Cytoplasmic	39147.38	0 / 0	None
fbp	Fructose-1;6-bisphosphatase; allosteric: inhibited ... ...	Cytoplasmic	36834.05	1 / 0	None
fdhE	Formate dehydrogenase	Cytoplasmic	34746.87	1 / 0	None
fdhF	Formate dehydrogenase H; selenopolypeptide subunit ... ...	Cytoplasmic	79206.51	0 / 0	None
fecA	 The cellular location of this protein was experimentally confirmed Ferric citrate uptake; TonB-dependent outer membra ... ...	Outer Membrane ß-barrel protein	85321.82	1 / 0	99.8%
fecB	 The cellular location of this protein was experimentally confirmed iron-dicitrate transporter subunit; periplasmic-bi ... ...	Periplasmic	33390.8	1 / 0	98.5%
fecC	iron-dicitrate transporter subunit; membrane compo ... ...	Integral Membrane Protein	34892.88	9 / 8	60%
fecD	iron-dicitrate transporter subunit; membrane compo ... ...	Integral Membrane Protein	34131.68	10 / 7	22%
fecE	iron-dicitrate transporter subunit; ATP-binding co ... ...	Cytoplasmic	28190.79	0 / 0	None
fecI	Alternative RNAP sigma factor required for fecA pr ... ...	Cytoplasmic	19480.49	0 / 0	None
fecR	Transmembrane signal transducer for ferric citrate ... ...	Integral Membrane Protein	35532.13	0 / 0	None
fepA	 The cellular location of this protein was experimentally confirmed iron-enterobactin outer membrane transporter; memb ... ...	Outer Membrane ß-barrel protein	82107.08	0 / 0	100%
fepB	 The cellular location of this protein was experimentally confirmed iron-enterobactin transporter subunit; periplasmic ... ...	Periplasmic	34283.15	1 / 0	99%
fepC	iron-enterobactin transporter subunit; ATP-binding ... ...	Cytoplasmic	29784.21	0 / 0	None
fepD	iron-enterobactin transporter subunit; membrane co ... ...	Integral Membrane Protein	33871.45	10 / 9	46.9%
fepE	Ferric enterobactin uptake	Integral Membrane Protein	42099.65	2 / 2	None
fepG	iron-enterobactin transporter subunit; membrane co ... ...	Integral Membrane Protein	34910.37	9 / 8	84.4%
fes	Enterochelin esterase	Cytoplasmic	42569.67	0 / 0	None
ffh	Protein component of Signal Recognition Particle ( ... ...	Cytoplasmic	49787.55	0 / 0	None
fhlA	Transcription factor; formate hydrogen lyase syste ... ...	Cytoplasmic	78468.22	1 / 0	None
fhuA	 The cellular location of this protein was experimentally confirmed OMP receptor for ferrichrome; colicin M; and phage ... ...	Outer Membrane ß-barrel protein	82182.47	1 / 0	97.1%
fhuB	iron-hydroxamate transporter subunit; membrane com ... ...	Integral Membrane Protein	70423.38	20 / 17	66.7%
fhuC	iron-hydroxamate transporter subunit; ATP-binding ... ...	Cytoplasmic	28886.54	0 / 0	None
fhuD	 The cellular location of this protein was experimentally confirmed iron-hydroxamate transporter subunit; periplasmic- ... ...	Periplasmic	32998.48	1 / 0	99.8%
fhuE	 The cellular location of this protein was experimentally confirmed Outer membrane receptor for ferric-rhodotorulic ac ... ...	Outer Membrane ß-barrel protein	81232.88	1 / 0	100%
fic	Filamentation in presence of cyclic AMP; in mutant ... ...	Cytoplasmic	22960.11	0 / 0	None
fimA	 The cellular location of this protein was experimentally confirmed Fimbrin type 1; major structural subunit; phase va ... ...	Cell surface appendage	18111.24	1 / 1	98.6%
fimB	Site-specific recombinase for fimA promoter segmen ... ...	Cytoplasmic	22993.58	0 / 0	None
fimC	 The cellular location of this protein was experimentally confirmed Biosynthesis of fimbriae; periplasmic chaperone fo ... ...	Periplasmic	26689.01	1 / 1	83.4%
fimD	 The cellular location of this protein was experimentally confirmed Outer membrane usher protein involved in export an ... ...	Outer Membrane ß-barrel protein	96482.66	1 / 1	80.5%
fimE	Site-specific recombinase for fimA promoter segmen ... ...	Cytoplasmic	23116.35	1 / 0	None
fimF	 The cellular location of this protein was experimentally confirmed Fimbrin type 1 minor component; fimbrial morpholog ... ...	Cell surface appendage	18715.39	1 / 0	91.9%
fimG	 The cellular location of this protein was experimentally confirmed Fimbrin type 1 minor component; pilus length; perh ... ...	Cell surface appendage	17317.41	1 / 1	98.8%
fimH	 The cellular location of this protein was experimentally confirmed Membrane-specific adhesin (lectin); major fimbrial ... ...	Cell surface appendage	31473.57	1 / 0	71.7%
lpxD	UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acylt ... ...	Cytoplasmic	36038.66	0 / 0	None
fis	Transcriptional activator for rRNA operons; bends ... ...	Cytoplasmic	11239.99	0 / 0	None
fldA	Flavodoxin I	Cytoplasmic	19737.0	0 / 0	None
flhC	Transcriptional activator of flagellar class II op ... ...	Cytoplasmic	21566.21	0 / 0	None
flhD	Transcriptional activator of flagellar class II op ... ...	Cytoplasmic	13617.87	0 / 0	None
fliC	 The cellular location of this protein was experimentally confirmed Flagellin; structural gene; flagellar regulon	Cell surface appendage	51295.09	0 / 0	None
fliL	Flagellar biosynthesis	Outer membrane Lipoprotein	17220.93	2 / 1	68.6%
fliM	Flagellar synthesis; motor switching and energizin ... ...	Cytoplasmic	37849.26	1 / 0	None
fliN	Flagellar switch protein	Cytoplasmic	14854.95	0 / 0	None
fnr	Regulatory gene for nitrite and nitrate reductases ... ...	Cytoplasmic	27967.34	0 / 0	None
folA	Dihydrofolate reductase; trimethoprim resistance; ... ...	Cytoplasmic	17999.44	0 / 0	None
folC	Dihydrofolate:folylpolyglutamate synthetase	Cytoplasmic	45405.81	0 / 0	None
folD	Methenyltetrahydrofolate dehydrogenase/cyclohydrol ... ...	Cytoplasmic	31043.85	1 / 0	None
mutM	Formamidopyrimidine-DNA glycosylase/AP lyase; 5-te ... ...	Cytoplasmic	30290.16	1 / 0	None
frdA	Fumarate reductase flavoprotein subunit	Cytoplasmic	65971.87	0 / 0	33.8%
frdB	 The cellular location of this protein was experimentally confirmed Fumarate reductase iron-sulfur protein subunit	Cytoplasmic	27123.22	0 / 0	None
frdC	Fumarate reductase membrane anchor polypeptide	Integral Membrane Protein	15015.1	3 / 3	None
frdD	Fumarate reductase membrane anchor polypeptide	Integral Membrane Protein	13106.99	3 / 3	None
fre	NAD(P)H-flavin oxidoreductase; ferrisiderophore re ... ...	Cytoplasmic	26242.09	1 / 0	None
frr	Ribosome recycling factor; essential gene; dissoci ... ...	Cytoplasmic	20638.64	0 / 0	None
fruA	fructose-specific enzyme IIBBC component of PTS; m ... ...	Integral Membrane Protein	57519.38	8 / 9	None
fruK	Fructose-1-phosphate kinase	Cytoplasmic	33755.81	0 / 0	None
fruR	Regulatory gene for fru operon; other catabolite-r ... ...	Cytoplasmic	37999.48	1 / 0	None
ftsA	Cell division and septation protein; specific role ... ...	Cytoplasmic	45330.12	0 / 0	None
ftsE	predicted transporter subunit; ATP-binding compone ... ...	Cytoplasmic	24439.33	1 / 0	None
ftsI	Septal peptidoglycan synthesis; transpeptidase; pe ... ...	Membrane anchored	63877.62	1 / 1	44.6%
ftsQ	Cell division and growth of wall at septum	Membrane anchored	31433.83	1 / 1	None
yhhF	Function unknown	Cytoplasmic	21677.66	0 / 0	None
ftsW	Stabilizes FtsZ ring; faciltates septal petidoglyc ... ...	Integral Membrane Protein	45987.31	10 / 10	None
ftsX	predicted transporter subunit; membrane component; ... ...	Integral Membrane Protein	38543.79	4 / 4	None
ftsY	Signal recognition particle (SRP) receptor; essent ... ...	Cytoplasmic	54513.43	0 / 0	None
ftsZ	Septal ring protein required for cell division and ... ...	Cytoplasmic	40324.07	0 / 0	None
fucA	L-fuculose-1-phosphate aldolase	Cytoplasmic	23775.4	0 / 0	None
fucI	L-Fucose isomerase	Cytoplasmic	64976.96	0 / 0	None
fucK	L-Fuculose kinase	Cytoplasmic	53236.08	0 / 0	None
fucO	L-1;2-Propanediol oxidoreductase	Cytoplasmic	40644.72	0 / 0	None
fucP	L-fucose transporter; member of major facilitator ... ...	Integral Membrane Protein	47545.12	12 / 12	None
fucR	Positive regulatory protein for fuc regulon	Cytoplasmic	27362.26	0 / 0	None
fucU	fuc operon protein; function unknown	Cytoplasmic	15473.19	1 / 0	None
fumA	Fumarase A; aerobic; negatively regulated by ryhB ... ...	Cytoplasmic	60298.77	0 / 0	None
fumB	Fumarase B; anaerobic; regulatory gene?	Cytoplasmic	60105.52	0 / 0	None
fumC	Fumarase C; aerobic; member of soxRS regulon	Cytoplasmic	50489.09	0 / 0	None
fur	Ferric iron uptake; negative regulatory gene; zinc ... ...	Cytoplasmic	16794.91	0 / 0	None
fusA	 The cellular location of this protein was experimentally confirmed Fusidic acid resistance; protein chain elongation ... ...	Cytoplasmic	77581.55	1 / 0	None
gabT	Aminobutyrate aminotransferase	Cytoplasmic	45774.81	0 / 0	None
galE	UDP-galactose 4-epimerase; hexose-1-phosphate urid ... ...	Cytoplasmic	37265.23	0 / 0	None
galK	Galactokinase; galactose resistance determinant	Cytoplasmic	41442.27	0 / 0	None
galR	Repressor of galETK operon; regulates low-affinity ... ...	Cytoplasmic	37094.19	0 / 0	None
galS	Utilization of methylgalactoside; negative regulat ... ...	Cytoplasmic	37356.98	0 / 0	None
galT	Galactose-1-phosphate uridylyltransferase; Rob reg ... ...	Cytoplasmic	39645.8	0 / 0	None
gapA	Glyceraldehyde 3-P dehydrogenase A; binds selenium	Cytoplasmic	35532.6	0 / 0	None
epd	Erythrose-4-P dehydrogenase	Cytoplasmic	37299.5	0 / 0	None
gcd	 The cellular location of this protein was experimentally confirmed Glucose dehydrogenase (pyrroloquinoline-quinone) q ... ...	Integral Membrane Protein	86747.65	5 / 5	39.5%
ispG	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate syn ... ...	Cytoplasmic	40683.75	0 / 0	None
gcvH	Glycine cleavage; carrier of aminomethyl group	Cytoplasmic	13811.22	0 / 0	None
gdhA	Glutamate dehydrogenase	Cytoplasmic	48581.57	0 / 0	None
hokC	Small toxic membrane polypeptide; multimeric; homo ... ...	Periplasmic	5501.6	1 / 1	94.9%
ggt	 The cellular location of this protein was experimentally confirmed Gamma-Glutamyltranspeptidase	Periplasmic	61768.14	1 / 0	97.6%
gidA	Glucose effects on cell division; perhaps replicat ... ...	Cytoplasmic	69521.49	0 / 0	None
gidB	Glucose effects on cell division; perhaps replicat ... ...	Cytoplasmic	23431.19	0 / 0	None
glgA	Glycogen synthase	Cytoplasmic	52822.59	1 / 0	None
glgB	1;4-alpha-Glucan branching enzyme	Cytoplasmic	84337.13	0 / 0	None
glgC	Glucose-1-phosphate adenylyltransferase; ADP-gluco ... ...	Cytoplasmic	48697.85	1 / 0	None
glgP	Glycogen phosphorylase; alpha-glucan phosphorylase	Cytoplasmic	93172.84	0 / 0	None
glgX	Glycogen debranching enzyme	Cytoplasmic	73576.89	0 / 0	None
glmS	Glucosamine-6-phosphate synthase; C-terminal F6P-b ... ...	Cytoplasmic	66894.54	0 / 0	None
glnA	Glutamine synthetase	Cytoplasmic	51903.95	1 / 0	None
glnB	PII regulatory protein for glutamine synthetase; p ... ...	Cytoplasmic	12425.49	0 / 0	None
ntrC	Nitrogen regulator I	Cytoplasmic	52254.9	0 / 0	None
glnH	 The cellular location of this protein was experimentally confirmed glutamine transporter subunit; periplasmic-binding ... ...	Periplasmic	27190.18	0 / 0	100%
glnL	Bifunctional protein kinase/phosphatase nitrogen r ... ...	Cytoplasmic	38556.24	0 / 0	None
glnP	glutamine transporter subunit; membrane component; ... ...	Integral Membrane Protein	24364.4	5 / 3	None
glnQ	 The cellular location of this protein was experimentally confirmed glutamine transporter subunit; ATP-binding compone ... ...	Cytoplasmic	26731.08	1 / 0	None
glnS	Glutaminyl-tRNA synthetase	Cytoplasmic	63478.1	0 / 0	None
glpA	Glycerol-3-phosphate dehydrogenase (anaerobic) lar ... ...	Cytoplasmic	58958.47	0 / 0	None
glpB	 The cellular location of this protein was experimentally confirmed sn-Glycerol-3-phosphate dehydrogenase (anaerobic) ... ...	Cytoplasmic	45357.41	1 / 0	None
glpC	 The cellular location of this protein was experimentally confirmed sn-Glycerol-3-phosphate dehydrogenase (anaerobic) ... ...	Membrane associated	44108.24	0 / 0	None
glpD	 The cellular location of this protein was experimentally confirmed Glycerol-3-phosphate dehydrogenase (aerobic)	Cytoplasmic	56750.7	0 / 0	None
glpE	Thiosulfate:cyanide sulfurtransferase (rhodanase); ... ...	Cytoplasmic	12082.53	0 / 0	None
glpF	glycerol facilitator; member of major intrinsic pr ... ...	Integral Membrane Protein	29780.11	6 / 6	None
glpG	Probable intramembrane serine protease; complement ... ...	Integral Membrane Protein	31306.83	6 / 6	None
glpK	Glycerol kinase	Cytoplasmic	56230.95	0 / 0	None
glpQ	 The cellular location of this protein was experimentally confirmed Glycerol-3-phosphate diesterase; periplasmic	Periplasmic	40843.5	1 / 0	100%
glpR	Repressor of glp operon	Cytoplasmic	28047.93	0 / 0	None
glpT	sn-glycerol-3-phosphate transporter; member of maj ... ...	Integral Membrane Protein	50310.64	12 / 12	None
gltA	Citrate synthase	Cytoplasmic	48015.21	1 / 0	None
gltB	Glutamate synthase (GOGAT); large subunit	Cytoplasmic	166710.44	2 / 0	None
gltD	Glutamate synthase (GOGAT); small subunit	Cytoplasmic	52015.49	0 / 0	None
gltP	glutamate/aspartate:proton symporter; member of di ... ...	Integral Membrane Protein	47159.36	10 / 10	None
gltS	 The cellular location of this protein was experimentally confirmed glutamate transporter; member of glutamate:sodium ... ...	Integral Membrane Protein	42425.34	10 / 9	None
gltX	Glutamyl-tRNA synthetase	Cytoplasmic	53815.91	0 / 0	None
glyA	Serine hydroxymethyltransferase; binds Zn(II)	Cytoplasmic	45316.73	0 / 0	None
glyQ	Glycyl-tRNA synthetase; alpha-subunit	Cytoplasmic	34774.51	0 / 0	None
glyS	Glycyl-tRNA synthetase; beta-subunit	Cytoplasmic	76813.17	1 / 0	None
gnd	Gluconate-6-phosphate dehydrogenase	Cytoplasmic	51481.43	0 / 0	None
gor	Glutathione oxidoreductase	Cytoplasmic	48772.68	0 / 0	None
gppA	Guanosine pentaphosphatase activity; exopolyphosph ... ...	Cytoplasmic	54871.34	0 / 0	None
gpt	Guanine-xanthine phosphoribosyltransferase phospho ... ...	Cytoplasmic	16970.65	0 / 0	None
greA	Transcript cleavage factor	Cytoplasmic	17100.32	0 / 0	None
grpE	Nucleotide exchange factor for the DnaKJ chaperone ... ...	Cytoplasmic	21797.91	0 / 0	None
grxA	Glutaredoxin 1	Cytoplasmic	9684.88	0 / 0	None
gshA	Gamma-Glutamyl-cysteine synthetase	Cytoplasmic	58269.5	2 / 0	None
gshB	Glutathione synthetase	Cytoplasmic	35561.03	0 / 0	None
guaA	GMP synthetase	Cytoplasmic	58679.43	0 / 0	None
guaB	Inosine-5-monophosphate (IMP) dehydrogenase	Cytoplasmic	52022.62	0 / 0	None
guaC	GMP reductase	Cytoplasmic	37383.82	1 / 0	None
gyrA	DNA gyrase; subunit A; nalidixic acid resistance; ... ...	Cytoplasmic	96963.79	1 / 0	None
gyrB	DNA gyrase; subunit B; novobiocin; coumermycin res ... ...	Cytoplasmic	89950.17	0 / 0	None
hdhA	7-alpha-hydroxysteroid dehydrogenase	Cytoplasmic	26778.71	0 / 0	None
helD	Helicase IV	Cytoplasmic	77976.42	0 / 0	None
hemA	Glutamyl tRNA reductase; hemin biosynthesis; neomy ... ...	Cytoplasmic	46306.96	2 / 0	None
hemB	5-aminolevulinate dehydratase; binds Zn(II)	Cytoplasmic	36882.4	1 / 0	None
hemC	Porphobilinogen deaminase; neomycin sensitivity	Cytoplasmic	33851.95	0 / 0	None
hemD	Uroporphyrinogen III cosynthase; neomycin sensitiv ... ...	Cytoplasmic	27798.04	0 / 0	None
hemH	Ferrochelatase	Cytoplasmic	35884.52	0 / 0	None
hemL	Glutamate-1-semialdehyde aminotransferase	Cytoplasmic	45366.33	0 / 0	None
hemX	Uroporphyrinogen III methylase	Membrane anchored	42963.12	1 / 1	None
hemY	Member of uro (hemC) operon	Integral Membrane Protein	45245.17	2 / 2	66%
hflC	 The cellular location of this protein was experimentally confirmed HflKC membrane-associated complex associates with ... ...	Membrane anchored	37650.0	1 / 1	45.6%
hflK	HflKC membrane-associated complex associates with ... ...	Membrane anchored	45545.0	1 / 1	None
hflX	Function unknown; putative GTPase in hflA operon	Cytoplasmic	48327.23	0 / 0	None
hfq	HF-I; host factor for RNA phage Q beta replication ... ...	Cytoplasmic	11166.41	0 / 0	None
hha	Histone-like; downregulates gene expression; stimu ... ...	Cytoplasmic	8628.04	0 / 0	None
ihfA	Integration Host Factor (IHF); alpha subunit; host ... ...	Cytoplasmic	11353.96	0 / 0	None
ihfB	Integration Host Factor (IHF); beta subunit; host ... ...	Cytoplasmic	10651.17	0 / 0	None
hipB	Probable role in cell division	Cytoplasmic	10016.42	0 / 0	None
hipA	Probable role in cell division	Cytoplasmic	49275.97	1 / 0	None
hisA	N-(5-phospho-L-ribosylformimino)-5-amino-1-(5-phos ... ...	Cytoplasmic	26163.91	0 / 0	None
hisB	Bifunctional enzyme imidazoleglycerolphosphate (IG ... ...	Cytoplasmic	40409.34	0 / 0	None
hisC	Histidinol-phosphate aminotransferase	Cytoplasmic	39360.27	0 / 0	None
hisD	Histidinol dehydrogenase	Cytoplasmic	46110.48	0 / 0	None
hisF	Cyclase component of imidazole glycerol phosphate ... ...	Cytoplasmic	28454.55	0 / 0	None
hisG	ATP phosphoribosyltransferase	Cytoplasmic	33366.88	0 / 0	None
hisH	Amidotransferase component of imidazole glycerol p ... ...	Cytoplasmic	21652.96	0 / 0	None
hisI	Bifunctional enzyme PR-ATP pyrophosphatase PR-AMP ... ...	Cytoplasmic	22755.89	0 / 0	None
hisP	histidine/lysine/arginine/ornithine transporter su ... ...	Cytoplasmic	28653.13	0 / 0	None
hisS	Histidyl-tRNA synthetase	Cytoplasmic	47029.59	0 / 0	None
truA	tRNA pseudouridine synthase; anticodon stem and lo ... ...	Cytoplasmic	30399.71	0 / 0	None
skp	 The cellular location of this protein was experimentally confirmed Periplasmic molecular chaperone for outer membrane ... ...	Periplasmic	17688.29	0 / 0	100%
hmpA	 The cellular location of this protein was experimentally confirmed Flavohemoglobin; nitric oxide dioxygenase; dihydro ... ...	Cytoplasmic	43867.78	0 / 0	None
hns	DNA-binding protein H-NS; diverse mutant phenotype ... ...	Cytoplasmic	15539.68	0 / 0	None
hsdM	Host DNA modification; DNA methylase M	Cytoplasmic	59306.7	0 / 0	None
