 ,Gene,UniProt,NAME,Description,Structure_ID,PDB,Structure_source,MW,MOLARITY,Copy_number,Localization,Localization_source,INCLUDE,COLOR,NOTES,model_id,Copy_number2,NumUsed,Protein_stoichiometry,PDB_coverage,PDB_stoichiometry,PDB_quality,Localization_multiple,need_dummy,PRINCIPAL_VECTOR,OFFSET,JITTER_MAX,PRINCIPAL_VECTOR_source,TM1_residues,TM2_residues,molecules/sqA
86,b0089,P0ABG4,ftsW,Probable peptidoglycan glycosyltransferase FtsW,REP-E00086,E00086_clean-X_clean.pdb,metaTASSER,45986.5464,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b0089:1,complete,E00086_clean-X_clean.pdb:1,all-homology,,,,,,,,,
87,b0090,P17443,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,REP-1f0k,1f0k-A_clean.pdb,Protein Data Bank,37814.2744,0.0,69.0,Cytosol,iJL1678,,,,iML1515_v1,0.0,-24,b0090:1,complete,1f0k-A_clean.pdb:1,all-experimental,,,,,,,,,
88,b0091,P17952,murC,UDP-N-acetylmuramate--L-alanine ligase,REP-2f00,2f00-A_clean.pdb,Protein Data Bank,53625.3298,0.0,348.0,Cytosol,iJL1678,,,,iML1515_v1,0.0,-43,b0091:1,complete,2f00-A_clean.pdb:1,all-experimental,,,,,,,,,
89,b0092,P07862,ddlB,D-alanine--D-alanine ligase B,REP-4c5c,4c5c-A_clean.pdb,Protein Data Bank,32839.329,3.4999212413365667e-07,373.0,Cytosol,iJL1678,x,,,iML1515_v1,373.0,0,b0092:1,complete,4c5c-A_clean.pdb:1,all-experimental,,,,,,,,,
90,b0093,P06136,ftsQ,Cell division protein FtsQ,REP-E00090,E00090_clean-X_clean.pdb,metaTASSER,31433.3553,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b0093:1,complete,E00090_clean-X_clean.pdb:1,all-homology,,,,,,,,,
91,b0094,P0ABH0,ftsA,Cell division protein FtsA,OPM-b0094_6_389_3wt0,OPM-b0094_6_389_3wt0.pdb,OPM-manual; SWISS-MODEL,45329.4504,3.2371925690646527e-07,345.0,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1,345.0,0,b0094:1,complete,b0094_6_389_3wt0_clean.pdb:1,all-homology,,,"0,0,1",,,OPM,,,4.4608338785463627e-07
92,b0095,P0A9A6,ftsZ,Cell division protein FtsZ,REP-E00092,E00092_clean-X_clean.pdb,metaTASSER,40323.4622,5.698397238240474e-06,6073.0,Cytosol,Heinemann 2016,x,,,iML1515_v1,6073.0,0,b0095:1,complete,E00092_clean-X_clean.pdb:1,all-homology,,,,,,,,,
93,b0096,P0A725,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,REP-4mqy,4mqy-A_clean.pdb,Protein Data Bank,33955.5271,0.0,77.0,Cytosol,iJL1678,,,,iML1515_v1,0.0,-3,b0096:1,complete,4mqy-A_clean.pdb:1,all-experimental,,,,,,,,,
94,b0097,P62395,secM,Secretion monitor,REP-E00094,E00094_clean-X_clean.pdb,metaTASSER,18879.3193,,,Periplasm,EchoLOCATION experimental,,,,iML1515_v1,,0,b0097:1,complete,E00094_clean-X_clean.pdb:1,all-homology,,,,,,,,,
95,b0098,P10408,secA,Protein translocase subunit SecA,REP-2fsf,2fsf-A_clean.pdb,Protein Data Bank,102021.82,0.0,547.0,Cytosol,iJL1678,,,,iML1515_v1,0.0,547,b0098:1,complete,2fsf-A_clean.pdb:1,all-experimental,,,,,,,,,
96,b0099,P08337,mutT,8-oxo-dGTP diphosphatase,REP-3a6s,3a6s-A_clean.pdb,Protein Data Bank,14926.8881,3.753266746741627e-09,4.0,Cytosol,iJL1678,x,,,iML1515_v1,4.0,0,b0099:1,complete,3a6s-A_clean.pdb:1,all-experimental,,,,,,,,,
97,b0101,P0A8H8,yacG,DNA gyrase inhibitor YacG,REP-4tma,4tma-J_clean.pdb,Protein Data Bank,7306.0963,1.4168581968949638e-07,151.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,151.0,0,b0101:1,complete,4tma-J_clean.pdb:1,all-experimental,,,,,,,,,
98,b0102,P36680,zapD,Cell division protein ZapD,REP-5dko,5dko-A_clean.pdb,Protein Data Bank,28291.2873,2.683585723920263e-07,286.0,Cytosol,Heinemann 2016,x,,,iML1515_v1,286.0,0,b0102:1,complete,5dko-A_clean.pdb:1,all-experimental,,,,,,,,,
99,b0103,P0A6I9,coaE,Dephospho-CoA kinase,REP-1n3b,1n3b-A_clean.pdb,Protein Data Bank,22621.4247,6.005226794786603e-08,64.0,Cytosol,iJL1678,x,,,iML1515_v1,64.0,0,b0103:1,complete,1n3b-A_clean.pdb:1,all-experimental,,,,,,,,,
100,b0104,P60560,guaC,GMP reductase,REP-2_338_2a7r.1.A_59f22ff33d4e1d29eaec43ce,b0104_2_338_2a7r_clean.pdb,SWISS-MODEL,37383.2577,7.956925503092248e-07,848.0,Cytosol,iJL1678,x,,,iML1515_v1,848.0,0,b0104:1,complete,b0104_2_338_2a7r_clean.pdb:1,all-homology,,,,,,,,,
101,b0106,P36646,hofC,Protein transport protein HofC homolog,REP-E00101,E00101_clean-X_clean.pdb,metaTASSER,44449.9861,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b0106:1,complete,E00101_clean-X_clean.pdb:1,all-homology,,,,,,,,,
102,b0107,P36645,hofB,Protein transport protein HofB homolog,REP-7_456_4pht.1.B_59c9ff19a52be7af7a107b4d,b0107_7_456_4pht_clean.pdb,SWISS-MODEL,50614.7441,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b0107:1,complete,b0107_7_456_4pht_clean.pdb:1,all-homology,,,,,,,,,
103,b0108,P36647,ppdD,Prepilin peptidase-dependent protein D,REP-7_140_5vxx.1.T_59cc04a014055089c7d2c19d,b0108_7_140_5vxx_clean.pdb,SWISS-MODEL,15621.5928,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b0108:1,complete,b0108_7_140_5vxx_clean.pdb:1,all-homology,,,,,,,,,
104,b0109,P30011,nadC,Nicotinate-nucleotide pyrophosphorylase [carboxylating],REP-1qap,1qap-A_clean.pdb,Protein Data Bank,32761.6613,0.0,510.0,Cytosol,iJL1678,,,,iML1515_v1,0.0,510,b0109:1,complete,1qap-A_clean.pdb:1,all-experimental,,,,,,,,,
105,b0110,P13016,ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",REP-2y2e,2y2e-A_clean.pdb,Protein Data Bank,20535.9308,,,Cytosol,iJL1678,,,,iML1515_v1,,0,b0110:1,complete,2y2e-A_clean.pdb:1,all-experimental,,,,,,,,,
106,b0111,P0AE14,ampE,Protein AmpE,OPM-E00106,OPM-E00106.pdb,OPM-manual; metaTASSER,32121.5754,9.383166866854067e-10,1.0,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1,1.0,0,b0111:1,complete,E00106_clean-X_clean.pdb:1,all-homology,,,"0,0,1",,,OPM,,,1.2929953271148878e-09
107,b0112,P15993,aroP,Aromatic amino acid transport protein AroP,AROP_ECOLI,AROP_ECOLI_model1.pdb,I-TASSER,49689.5407,1.3511760288269856e-07,144.0,Inner_Membrane,iJL1678,x,,,iML1515_v1,144.0,0,b0112:1,complete,E00107_clean-X_clean.pdb:1,all-homology,,,"0.0079142486370736599,-0.038140960494547869,0.9992410278811934",,,GEMbrane,"X_440,X_337,X_307,X_240,X_5,X_63,X_151,X_375,X_219,X_149,X_406,X_401","X_47,X_255,X_286,X_276,X_40,X_358,X_279,X_204,X_37,X_355,X_181,X_127,X_125,X_122,X_121,X_186",1.8619132710454385e-07
108,b0113,P0ACL9,pdhR,Pyruvate dehydrogenase complex repressor,REP-6_238_3c7j.1.B_59dd70b378ed5813237c6c24,b0113_6_238_3c7j_clean.pdb,SWISS-MODEL,29425.1107,4.973078439432655e-08,53.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,53.0,0,b0113:1,complete,b0113_6_238_3c7j_clean.pdb:1,all-homology,,,,,,,,,
109,b0114,P0AFG8,aceE,Pyruvate dehydrogenase E1 component,REP-2qtc,2qtc-A_clean.pdb,Protein Data Bank,99667.2782,4.194275589483767e-06,4470.0,Cytosol,iJL1678,x,,,iML1515_v1,4470.0,0,b0114:1,complete,2qtc-A_clean.pdb:1,all-experimental,,,,,,,,,
110,b0115,P06959,aceF,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,REP-E00110,E00110_clean-X_clean.pdb,metaTASSER,66095.2674,8.244988725904668e-06,8787.0,Cytosol,iJL1678,x,,,iML1515_v1,8787.0,0,b0115:1,complete,E00110_clean-X_clean.pdb:1,all-homology,,,,,,,,,
111,b0116,P0A9P0,lpdA,Dihydrolipoyl dehydrogenase,REP-4jdr,4jdr-A_clean.pdb,Protein Data Bank,50687.8792,1.1311407657992575e-05,12055.0,Cytosol,iJL1678,x,,,iML1515_v1,12055.0,0,b0116:1,complete,4jdr-A_clean.pdb:1,all-experimental,,,,,,,,,
112,b0117,P36682,yacH,Uncharacterized protein YacH,REP-E00112,E00112_clean-X_clean.pdb,metaTASSER,69361.1336,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1,,0,b0117:1,complete,E00112_clean-X_clean.pdb:1,all-homology,,,,,,,,,
113,b0118,P36683,acnB,Aconitate hydratase B,REP-1l5j,1l5j-A_clean.pdb,Protein Data Bank,93497.015,9.032236426033725e-06,9626.0,Cytosol,iJL1678,x,,,iML1515_v1,9626.0,0,b0118:1,complete,1l5j-A_clean.pdb:1,all-experimental,,,,,,,,,
114,b0119,P0A8E5,yacL,UPF0231 protein YacL,REP-E00114,E00114_clean-X_clean.pdb,metaTASSER,13941.4012,2.6272867227191385e-07,280.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,280.0,0,b0119:1,complete,E00114_clean-X_clean.pdb:1,all-homology,,,,,,,,,
115,b0120,P0A7F6,speD,S-adenosylmethionine decarboxylase proenzyme,REP-E00115,E00115_clean-X_clean.pdb,metaTASSER,30384.3065,1.3887086962944017e-06,1480.0,Cytosol,iJL1678,x,,,iML1515_v1,1480.0,0,b0120:1,complete,E00115_clean-X_clean.pdb:1,all-homology,,,,,,,,,
116,b0121,P09158,speE,Polyamine aminopropyltransferase,REP-3o4f,3o4f-A_clean.pdb,Protein Data Bank,32321.0159,1.1972920922105786e-06,1276.0,Cytosol,iJL1678,x,,,iML1515_v1,1276.0,0,b0121:1,complete,3o4f-A_clean.pdb:1,all-experimental,,,,,,,,,
117,b0122,P0AA95,yacC,Uncharacterized protein YacC,REP-E00117,E00117_clean-X_clean.pdb,metaTASSER,12853.5915,1.6611185003691532e-07,43.0,Periplasm,EchoLOCATION predicted,x,,,iML1515_v1,43.0,0,b0122:1,complete,E00117_clean-X_clean.pdb:1,all-homology,,,,,,,,,
118,b0123,P36649,cueO,Blue copper oxidase CueO,REP-4e9s,4e9s-A_clean.pdb,Protein Data Bank,56555.5463,1.908354742284562e-06,494.0,Periplasm,iJL1678,x,,,iML1515_v1,494.0,0,b0123:1,complete,4e9s-A_clean.pdb:1,all-experimental,,,,,,,,,
119,b0124,P15877,gcd,Quinoprotein glucose dehydrogenase,OPM-E00119,OPM-E00119.pdb,OPM-manual; metaTASSER,86746.3046,2.8149500600562197e-09,3.0,Inner_Membrane,iJL1678,x,,,iML1515_v1,3.0,0,b0124:1,complete,E00119_clean-X_clean.pdb:1,all-homology,,,"0,0,1",,,OPM,,,3.8789859813446635e-09
120,b0125,P0A9M2,hpt,Hypoxanthine phosphoribosyltransferase,REP-5knx,5knx-A_clean.pdb,Protein Data Bank,20115.0133,1.1560061579964208e-06,1232.0,Cytosol,iJL1678,x,,,iML1515_v1,1232.0,0,b0125:1,complete,5knx-A_clean.pdb:1,all-experimental,,,,,,,,,
121,b0126,P61517,can,Carbonic anhydrase 2,REP-1i6p,1i6p-A_clean.pdb,Protein Data Bank,25096.4793,4.705658183727314e-06,5015.0,Cytosol,iJL1678,x,,,iML1515_v1,5015.0,0,b0126:1,complete,1i6p-A_clean.pdb:1,all-experimental,,,,,,,,,
122,b0127,P36879,yadG,Uncharacterized ABC transporter ATP-binding protein YadG,REP-1_303_4yer.1.A_59f2bcb9ad01f0b7d363e6a5,b0127_1_303_4yer_clean.pdb,SWISS-MODEL,34646.65,5.8175634574495206e-08,62.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,62.0,0,b0127:1,complete,b0127_1_303_4yer_clean.pdb:1,all-homology,,,,,,,,,
123,b0128,P0AFN6,yadH,Inner membrane transport permease YadH,REP-E00123,E00123_clean-X_clean.pdb,metaTASSER,28515.8015,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b0128:1,complete,E00123_clean-X_clean.pdb:1,all-homology,,,,,,,,,
124,b0129,P36881,yadI,Putative phosphotransferase enzyme IIA component YadI,REP-E00124,E00124_clean-X_clean.pdb,metaTASSER,16539.8992,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b0129:1,complete,E00124_clean-X_clean.pdb:1,all-homology,,,,,,,,,
125,b0130,P31666,yadE,Uncharacterized protein YadE,REP-E00125,E00125_clean-X_clean.pdb,metaTASSER,46314.5173,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1,,0,b0130:1,complete,E00125_clean-X_clean.pdb:1,all-homology,,,,,,,,,
126,b0131,P0A790,panD,Aspartate 1-decarboxylase,REP-1pqh,1pqh-A_clean.pdb,Protein Data Bank,13833.5769,3.312257903999485e-07,353.0,Cytosol,iJL1678,x,,,iML1515_v1,353.0,0,b0131:1,complete,1pqh-A_clean.pdb:1,all-experimental,,,,,,,,,
127,b0132,P31665,rpnC,Recombination-promoting nuclease RpnC,REP-E00127,E00127_clean-X_clean.pdb,metaTASSER,34606.3969,,,Cytosol,Arbitrary assignment,,,,iML1515_v1,,0,b0132:1,complete,E00127_clean-X_clean.pdb:1,all-homology,,,,,,,,,
128,b0133,P31663,panC,Pantothenate synthetase,REP-1iho,1iho-A_clean.pdb,Protein Data Bank,31597.307,1.2423312931714783e-06,1324.0,Cytosol,iJL1678,x,,,iML1515_v1,1324.0,0,b0133:1,complete,1iho-A_clean.pdb:1,all-experimental,,,,,,,,,
129,b0134,P31057,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,REP-1m3u,1m3u-A_clean.pdb,Protein Data Bank,28237.1171,2.0990144281152545e-06,2237.0,Cytosol,iJL1678,x,,,iML1515_v1,2237.0,0,b0134:1,complete,1m3u-A_clean.pdb:1,all-experimental,,,,,,,,,
130,b0135,P31058,yadC,Uncharacterized fimbrial-like protein YadC,REP-E00130,E00130_clean-X_clean.pdb,metaTASSER,44898.669,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1,,0,b0135:1,complete,E00130_clean-X_clean.pdb:1,all-homology,,,,,,,,,
131,b0136,P37016,yadK,Uncharacterized fimbrial-like protein YadK,REP-E00131,E00131_clean-X_clean.pdb,metaTASSER,21111.779,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1,,0,b0136:1,complete,E00131_clean-X_clean.pdb:1,all-homology,,,,,,,,,
132,b0137,P37017,yadL,Uncharacterized fimbrial-like protein YadL,REP-32_201_3jwn.1.C_59cb2d6bafa3585bad038d69,b0137_32_201_3jwn_clean.pdb,SWISS-MODEL,21046.7053,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1,,0,b0137:1,complete,b0137_32_201_3jwn_clean.pdb:1,all-homology,,,,,,,,,
133,b0138,P37018,yadM,Uncharacterized fimbrial-like protein YadM,REP-24_189_3jwn.1.C_59cc3f28a52be777386a69a8,b0138_24_189_3jwn_clean.pdb,SWISS-MODEL,20306.7714,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1,,0,b0138:1,complete,b0138_24_189_3jwn_clean.pdb:1,all-homology,,,,,,,,,
134,b0139,P33129,htrE,Outer membrane usher protein HtrE,REP-57_863_3rfz.1.B_59cc18d4e6291d8ea1a84e9f,b0139_57_863_3rfz_clean.pdb,SWISS-MODEL,95498.2871,,,Outer_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b0139:1,complete,b0139_57_863_3rfz_clean.pdb:1,all-homology,,,,,,,,,
135,b0140,P33128,yadV,Probable fimbrial chaperone YadV,REP-5ghu,5ghu-A_clean.pdb,Protein Data Bank,27053.5295,,,Cytosol,Arbitrary assignment,,,,iML1515_v1,,0,b0140:1,complete,5ghu-A_clean.pdb:1,all-experimental,,,,,,,,,
136,b0141,P37050,yadN,Uncharacterized fimbrial-like protein YadN,REP-E00136,E00136_clean-X_clean.pdb,metaTASSER,20117.3844,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1,,0,b0141:1,complete,E00136_clean-X_clean.pdb:1,all-homology,,,,,,,,,
137,b0142,P26281,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,REP-5etp,5etp-A_clean.pdb,Protein Data Bank,18078.5667,6.005226794786603e-08,64.0,Cytosol,iJL1678,x,,,iML1515_v1,64.0,0,b0142:1,complete,5etp-A_clean.pdb:1,all-experimental,,,,,,,,,
138,b0143,P0ABF1,pcnB,Poly(A) polymerase I,REP-3aqm,3aqm-A_clean.pdb,Protein Data Bank,53870.2722,4.410088427421411e-08,47.0,Cytosol,Heinemann 2016,x,,,iML1515_v1,47.0,0,b0143:1,complete,3aqm-A_clean.pdb:1,all-experimental,,,,,,,,,
139,b0144,P27305,gluQ,Glutamyl-Q tRNA(Asp) synthetase,REP-1nzj,1nzj-A_clean.pdb,Protein Data Bank,34867.1365,,,Cytosol,Arbitrary assignment,,,,iML1515_v1,,0,b0144:1,complete,1nzj-A_clean.pdb:1,all-experimental,,,,,,,,,
140,b0145,P0ABS1,dksA,RNA polymerase-binding transcription factor DksA,REP-1tjl,1tjl-A_clean.pdb,Protein Data Bank,17527.5646,5.610195469692046e-06,5979.0,Cytosol,Heinemann 2016,x,,,iML1515_v1,5979.0,0,b0145:1,complete,1tjl-A_clean.pdb:1,all-experimental,,,,,,,,,
141,b0146,P0A823,sfsA,Sugar fermentation stimulation protein A,REP-4dap,4dap-A_clean.pdb,Protein Data Bank,26228.4868,2.721118391387679e-08,29.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,29.0,0,b0146:1,complete,4dap-A_clean.pdb:1,all-experimental,,,,,,,,,
142,b0147,P37025,thpR,"RNA 2',3'-cyclic phosphodiesterase",REP-4qak,4qak-A_clean.pdb,Protein Data Bank,19933.6789,,,Cytosol,Arbitrary assignment,,,,iML1515_v1,,0,b0147:1,complete,4qak-A_clean.pdb:1,all-experimental,,,,,,,,,
143,b0148,P37024,hrpB,ATP-dependent RNA helicase HrpB,REP-E00143,E00143_clean-X_clean.pdb,metaTASSER,89146.7441,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b0148:1,complete,E00143_clean-X_clean.pdb:1,all-homology,,,,,,,,,
144,b0149,P02919,mrcB,Penicillin-binding protein 1B,OPM-3vma,OPM-3vma.pdb,OPM; Protein Data Bank,94291.4317,3.659435078073085e-08,39.0,Inner_Membrane,iJL1678,x,,,iML1515_v1,39.0,0,b0149:1,complete,3vma-A_clean.pdb:1,all-experimental,,,"0,0,1",,,OPM,,,5.0426817757480624e-08
145,b0150,P06971,fhuA,Ferrichrome-iron receptor,OPM-1by5,OPM-1by5.pdb,OPM; Protein Data Bank,82181.24900000001,5.926317413722461e-07,785.0,Outer_Membrane,iJL1678,x,,,iML1515_v1,785.0,0,b0150:1,complete,1by5-A_clean.pdb:1,all-experimental,,,"0,0,1",,,OPM,,,8.721224126572181e-07
146,b0151,P07821,fhuC,Iron(3+)-hydroxamate import ATP-binding protein FhuC,REP-6_250_4g1u.1.C_59ca2841c730d4399e39ac4d,b0151_6_250_4g1u_clean.pdb,SWISS-MODEL,28886.0953,3.753266746741627e-09,4.0,Cytosol,iJL1678,x,,,iML1515_v1,4.0,0,b0151:1,complete,b0151_6_250_4g1u_clean.pdb:1,all-homology,,,,,,,,,
147,b0152,P07822,fhuD,Iron(3+)-hydroxamate-binding protein FhuD,REP-1k2v,1k2v-N_clean.pdb,Protein Data Bank,32997.955,,,Periplasm,iJL1678,,,,iML1515_v1,,0,b0152:1,complete,1k2v-N_clean.pdb:1,all-experimental,,,,,,,,,
148,b0153,P06972,fhuB,Iron(3+)-hydroxamate import system permease protein FhuB,REP-E00148,E00148_clean-X_clean.pdb,metaTASSER,70422.2031,,,Inner_Membrane,iJL1678,,,,iML1515_v1,,0,b0153:1,complete,E00148_clean-X_clean.pdb:1,all-homology,,,,,,,,,
149,b0154,P23893,hemL,"Glutamate-1-semialdehyde 2,1-aminomutase",REP-4e77,4e77-A_clean.pdb,Protein Data Bank,45365.6295,2.227563814191155e-06,2374.0,Cytosol,iJL1678,x,,,iML1515_v1,2374.0,0,b0154:1,complete,4e77-A_clean.pdb:1,all-experimental,,,,,,,,,
150,b0155,P37019,clcA,H(+)/Cl(-) exchange transporter ClcA,REP-3det,3det-A_clean.pdb,Protein Data Bank,50348.1235,,,Inner_Membrane,iJL1678,,,,iML1515_v1,,0,b0155:1,complete,3det-A_clean.pdb:1,all-experimental,,,,,,,,,
151,b0156,P0ACC3,erpA,Iron-sulfur cluster insertion protein ErpA,REP-2apn,2apn-A_clean.pdb,Protein Data Bank,12100.354,3.402336305921284e-06,3626.0,Cytosol,Arbitrary assignment,x,,,iML1515_v1,3626.0,0,b0156:1,complete,2apn-A_clean.pdb:1,all-experimental,,,,,,,,,
152,b0157,P0AFP0,yadS,UPF0126 inner membrane protein YadS,REP-2_198_5wuf.1.A_59cb0028573f201ed265c4d2,b0157_2_198_5wuf_clean.pdb,SWISS-MODEL,22127.4203,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b0157:1,complete,b0157_2_198_5wuf_clean.pdb:1,all-homology,,,,,,,,,
153,b0158,P37028,btuF,Vitamin B12-binding protein,REP-5m29,5m29-A_clean.pdb,Protein Data Bank,29366.4592,,,Periplasm,iJL1678,,,,iML1515_v1,,0,b0158:1,complete,5m29-A_clean.pdb:1,all-experimental,,,,,,,,,
154,b0159,P0AF12,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,REP-3o4v,3o4v-A_clean.pdb,Protein Data Bank,24353.6853,2.1290405620891877e-06,2269.0,Cytosol,iJL1678,x,,,iML1515_v1,2269.0,0,b0159:1,complete,3o4v-A_clean.pdb:1,all-experimental,,,,,,,,,
155,b0160,P15723,dgt,Deoxyguanosinetriphosphate triphosphohydrolase,REP-4x9e,4x9e-A_clean.pdb,Protein Data Bank,59382.2185,,,Cytosol,iJL1678,,,,iML1515_v1,,0,b0160:1,complete,4x9e-A_clean.pdb:1,all-experimental,,,,,,,,,
156,b0161,P0C0V0,degP,Periplasmic serine endoprotease DegP,REP-1ky9,1ky9-B_clean.pdb,Protein Data Bank,49353.6637,7.444128721421763e-06,1927.0,Periplasm,Manual annotation,x,,,iML1515_v1,1927.0,0,b0161:1,complete,1ky9-B_clean.pdb:1,all-experimental,,,,,,,,,
157,b0162,P37047,cdaR,Carbohydrate diacid regulator,REP-E00157,E00157_clean-X_clean.pdb,metaTASSER,43686.8354,0.0,0.0,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,0.0,0,b0162:1,complete,E00157_clean-X_clean.pdb:1,all-homology,,,,,,,,,
158,b0163,P62768,yaeH,UPF0325 protein YaeH,REP-E00158,E00158_clean-X_clean.pdb,metaTASSER,15095.9771,1.0931389399884987e-06,1165.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,1165.0,0,b0163:1,complete,E00158_clean-X_clean.pdb:1,all-homology,,,,,,,,,
159,b0164,P37049,yaeI,Phosphodiesterase YaeI,REP-E00159,E00159_clean-X_clean.pdb,metaTASSER,29863.0503,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b0164:1,complete,E00159_clean-X_clean.pdb:1,all-homology,,,,,,,,,
160,b0166,P0A9D8,dapD,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",REP-3bxy,3bxy-A_clean.pdb,Protein Data Bank,29891.7343,1.1102163036861731e-05,11858.0,Cytosol,iJL1678,x,,,iML1515_v1,11832.0,26,b0166:1,complete,3bxy-A_clean.pdb:1,all-experimental,,,,,,,,,
161,b0167,P27249,glnD,Bifunctional uridylyltransferase/uridylyl-removing enzyme,REP-E00161,E00161_clean-X_clean.pdb,metaTASSER,102388.8966,8.63251351750574e-08,92.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,92.0,0,b0167:1,complete,E00161_clean-X_clean.pdb:1,all-homology,,,,,,,,,
162,b0168,P0AE18,map,Methionine aminopeptidase,REP-1xnz,1xnz-A_clean.pdb,Protein Data Bank,29330.4873,1.2038603090173766e-06,1283.0,Cytosol,iJL1678,x,,,iML1515_v1,1283.0,0,b0168:1,complete,1xnz-A_clean.pdb:1,all-experimental,,,,,,,,,
163,b0169,P0A7V0,rpsB,30S ribosomal protein S2,REP-5mdv,5mdv-g_clean.pdb,Protein Data Bank,26743.3269,2.389329610975719e-05,33317.0,Cytosol,iJL1678,x,,,iML1515_v1,25464.0,7853,b0169:1,complete,5mdv-g_clean.pdb:1,all-experimental,,,,,,,,,
164,b0170,P0A6P1,tsf,Elongation factor Ts,REP-4pc3,4pc3-C_clean.pdb,Protein Data Bank,30422.6322,1.6958197478465352e-05,19987.0,Cytosol,iJL1678,x,,,iML1515_v1,18073.0,1914,b0170:1,complete,4pc3-C_clean.pdb:1,all-experimental,,,,,,,,,
165,b0171,P0A7E9,pyrH,Uridylate kinase,REP-2bne,2bne-A_clean.pdb,Protein Data Bank,25969.9802,6.192890132123683e-07,660.0,Cytosol,iJL1678,x,,,iML1515_v1,660.0,0,b0171:1,complete,2bne-A_clean.pdb:1,all-experimental,,,,,,,,,
166,b0172,P0A805,frr,Ribosome-recycling factor,REP-1ise,1ise-A_clean.pdb,Protein Data Bank,20638.3342,4.247759640624835e-06,4527.0,Cytosol,iJL1678,x,,,iML1515_v1,4527.0,0,b0172:1,complete,1ise-A_clean.pdb:1,all-experimental,,,,,,,,,
167,b0173,P45568,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase,REP-1q0q,1q0q-A_clean.pdb,Protein Data Bank,43387.5375,,,Cytosol,iJL1678,,,,iML1515_v1,,0,b0173:1,complete,1q0q-A_clean.pdb:1,all-experimental,,,,,,,,,
168,b0174,P60472,ispU,"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)",REP-3sgv,3sgv-A_clean.pdb,Protein Data Bank,28443.7984,3.377940072067464e-08,36.0,Cytosol,iJL1678,x,,,iML1515_v1,36.0,0,b0174:1,complete,3sgv-A_clean.pdb:1,all-experimental,,,,,,,,,
169,b0175,P0ABG1,cdsA,Phosphatidate cytidylyltransferase,CDSA_ECOLI,CDSA_ECOLI_model1.pdb,I-TASSER,31453.3805,3.377940072067464e-08,59.0,Inner_Membrane,iJL1678,x,,,iML1515_v1,36.0,23,b0175:1,complete,E00169_clean-X_clean.pdb:1,all-homology,,,"-0.13120758721809006,-0.0026373926965086074,0.99135140753224915",,,GEMbrane,"X_74,X_203,X_119,X_269","X_2,X_1,X_151,X_142",4.654783177613596e-08
170,b0176,P0AEH1,rseP,Regulator of sigma-E protease RseP,OPM-E00170,OPM-E00170.pdb,OPM-manual; metaTASSER,49070.6852,1.1259800240224879e-08,12.0,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1,12.0,0,b0176:1,complete,E00170_clean-X_clean.pdb:1,all-homology,,,"0,0,1",,,OPM,,,1.5515943925378654e-08
